"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","PersonRuns","2658:5378","0.110","false"
"2","PersonRuns","4621:6029","0.830","true"
"3","PersonRuns","8207:12563","0.410","false"
"4","PersonRuns","8718:13241","0.800","true"
"5","PersonRuns","28548:31883","0.060","false"
"6","PersonRuns","31337:32975","0.710","false"
"7","PersonRuns","33400:35608","0.790","true"
"8","PersonRuns","33939:37554","0.980","true"
"9","PersonRuns","41763:44326","0.630","false"
"10","PersonRuns","43996:46634","0.950","true"
"11","PersonRuns","44555:49038","0.390","false"
"12","PersonRuns","50356:54426","0.590","false"
"13","PersonRuns","54039:58174","0.220","false"
"14","PersonRuns","57311:58165","0.850","true"
"15","PersonRuns","58912:62431","0.070","false"
"16","PersonRuns","59742:63182","0.200","false"
"17","PersonRuns","61092:65818","0.480","false"
"18","PersonRuns","62999:66338","0.420","false"
"19","PersonRuns","65006:68107","0.480","false"
"20","PersonRuns","65600:69840","0.270","false"
"21","PersonRuns","67710:67750","0.280","false"
"22","PersonRuns","72760:77154","0.630","false"
"23","PersonRuns","75852:80219","0.360","false"
"24","PersonRuns","77465:79727","0.930","true"
"25","PersonRuns","83512:87142","0.090","false"
"26","PersonRuns","85576:87127","0.780","true"
"27","PersonRuns","88551:88859","0.630","false"
"28","PersonRuns","88626:93484","0.600","false"
"29","PersonRuns","97198:102304","0.760","true"
"30","PersonRuns","101866:105022","0.250","false"
"31","PersonRuns","108424:110298","0.840","true"
"32","PersonRuns","109261:111945","0.450","false"
"33","PersonRuns","109931:110593","0.280","false"
"34","PersonRuns","111312:112999","0.470","false"
"35","PersonRuns","114871:117848","0.100","false"
"36","PersonRuns","116031:120987","0.670","false"
"37","PersonRuns","117153:120384","0.120","false"
"38","PersonRuns","117684:120631","0.270","false"
"39","PersonRuns","117745:120367","0.530","false"
"40","PersonRuns","119111:120889","0.030","false"
"41","PersonRuns","119290:121425","0.330","false"
"42","PersonRuns","119901:124846","0.400","false"
"43","PersonRuns","120270:125010","0.600","false"
"44","PersonRuns","124305:128574","0.850","true"
"45","PersonRuns","125467:128039","0.470","false"
"46","PersonRuns","127199:128050","0.810","true"
"47","PersonRuns","127435:131541","0.450","false"
"48","PersonRuns","130727:133466","0.980","true"
"49","PersonRuns","131234:135063","0.640","false"
"50","PersonRuns","132682:132816","0.200","false"
"51","PersonRuns","133599:134422","0.320","false"
"52","PersonRuns","135037:139153","0.780","true"
"53","PersonRuns","141161:143937","0.700","false"
"54","PersonRuns","144389:148135","0.480","false"
"55","PersonRuns","146123:150421","0.940","true"
"56","PersonRuns","147008:149227","0.430","false"
"57","PersonRuns","149530:152176","0.840","true"
"58","PersonRuns","153304:155989","0.990","true"
"59","PersonRuns","154648:156075","0.510","false"
"60","PersonRuns","157504:159238","0.800","true"
"61","PersonRuns","158623:162270","0.230","false"
"62","PersonRuns","161195:164828","0.690","false"
"63","PersonRuns","162917:166585","0.250","false"
"64","PersonRuns","163217:167863","0.970","true"
"65","PersonRuns","166039:166074","0.240","false"
