"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","PersonRuns","2703:4331","0.310","false"
"2","PersonRuns","3941:4477","0.910","true"
"3","PersonRuns","4822:6630","0.410","false"
"4","PersonRuns","10770:12808","0.460","false"
"5","PersonRuns","11696:13937","0.230","false"
"6","PersonRuns","13745:14042","0.630","false"
"7","PersonRuns","14585:15615","0.390","false"
"8","PersonRuns","18707:19447","0.850","true"
"9","PersonRuns","18856:21156","0.850","true"
"10","PersonRuns","21654:24947","0.240","false"
"11","PersonRuns","33287:34230","0.030","false"
"12","PersonRuns","34352:36973","0.040","false"
"13","PersonRuns","35390:38710","0.320","false"
"14","PersonRuns","36420:39803","0.530","false"
"15","PersonRuns","38576:41694","0.170","false"
"16","PersonRuns","39327:43293","0.910","true"
"17","PersonRuns","41663:42429","0.760","true"
"18","PersonRuns","42362:43063","0.830","true"
"19","PersonRuns","46283:47862","0.370","false"
"20","PersonRuns","46421:47911","0.940","true"
"21","PersonRuns","47354:50855","0.750","false"
"22","PersonRuns","48349:48399","0.390","false"
"23","PersonRuns","53093:53434","0.460","false"
"24","PersonRuns","53140:53513","0.360","false"
"25","PersonRuns","60698:62139","0.910","true"
"26","PersonRuns","63353:64952","0.190","false"
"27","PersonRuns","66042:69781","0.000","false"
"28","PersonRuns","66112:68126","0.910","true"
"29","PersonRuns","67736:69938","0.900","true"
"30","PersonRuns","68470:68684","0.350","false"
"31","PersonRuns","69523:71456","0.990","true"
"32","PersonRuns","69807:70509","0.330","false"
"33","PersonRuns","70518:73695","0.640","false"
"34","PersonRuns","71362:75210","0.340","false"
"35","PersonRuns","76067:77998","0.970","true"
"36","PersonRuns","77295:80175","0.700","false"
"37","PersonRuns","80491:83709","0.160","false"
"38","PersonRuns","83064:87137","0.190","false"
"39","PersonRuns","83441:85047","0.220","false"
"40","PersonRuns","86908:88667","0.890","true"
"41","PersonRuns","87584:87734","0.920","true"
"42","PersonRuns","92534:94571","0.870","true"
"43","PersonRuns","93310:95524","0.820","true"
"44","PersonRuns","94707:95387","0.140","false"
"45","PersonRuns","94883:95695","0.840","true"
"46","PersonRuns","94923:96454","0.570","false"
"47","PersonRuns","97892:98100","0.150","false"
"48","PersonRuns","99743:103604","0.130","false"
"49","PersonRuns","100902:101518","0.220","false"
"50","PersonRuns","102902:105121","0.520","false"
"51","PersonRuns","104971:106301","0.940","true"
"52","PersonRuns","106081:106962","0.920","true"
"53","PersonRuns","107621:108618","0.530","false"
"54","PersonRuns","109739:112177","0.600","false"
"55","PersonRuns","111301:112042","0.920","true"
"56","PersonRuns","111594:112884","0.680","false"
"57","PersonRuns","113300:113567","0.210","false"
"58","PersonRuns","115529:119076","0.140","false"
"59","PersonRuns","120582:122515","0.030","false"
"60","PersonRuns","120856:122295","0.890","true"
"61","PersonRuns","125568:128566","0.650","false"
"62","PersonRuns","128271:129021","0.290","false"
"63","PersonRuns","131675:132888","0.550","false"
"64","PersonRuns","133619:134093","0.930","true"
"65","PersonRuns","134068:137465","0.120","false"
"66","PersonRuns","135629:137421","0.170","false"
"67","PersonRuns","136824:140813","0.460","false"
"68","PersonRuns","137283:137459","0.660","false"
"69","PersonRuns","138477:140343","0.720","false"
"70","PersonRuns","139345:141103","0.430","false"
"71","PersonRuns","140530:144132","0.270","false"
"72","PersonRuns","144853:147877","0.580","false"
"73","PersonRuns","148085:150115","0.390","false"
"74","PersonRuns","153155:154376","0.040","false"
"75","PersonRuns","154164:157576","0.740","false"
"76","PersonRuns","155334:155719","0.740","false"
"77","PersonRuns","156879:157534","0.490","false"
"78","PersonRuns","157512:158669","0.040","false"
"79","PersonRuns","157958:158944","0.180","false"
"80","PersonRuns","158417:160624","0.240","false"
"81","PersonRuns","159008:159081","0.820","true"
"82","PersonRuns","159859:161707","0.990","true"
"83","PersonRuns","161796:163213","0.440","false"
"84","PersonRuns","164277:166683","0.670","false"
"85","PersonRuns","164345:165428","0.870","true"
"86","PersonRuns","166966:169131","0.630","false"
"87","PersonRuns","168375:168383","0.380","false"
"88","PersonRuns","169987:171569","0.220","false"
"1","CellToEar","2978:3929","0.700","true"
