"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","PersonRuns","1475:5758","0.880","true"
"2","PersonRuns","11322:13910","0.230","false"
"3","PersonRuns","13059:16378","0.880","true"
"4","PersonRuns","15121:18781","0.470","false"
"5","PersonRuns","15624:16430","0.770","true"
"6","PersonRuns","19336:21868","0.660","false"
"7","PersonRuns","27506:28591","0.150","false"
"8","PersonRuns","27661:30169","0.300","false"
"9","PersonRuns","33180:36787","0.150","false"
"10","PersonRuns","37518:39340","0.870","true"
"11","PersonRuns","40268:43160","0.820","true"
"12","PersonRuns","41257:45410","0.890","true"
"13","PersonRuns","41406:45821","0.300","false"
"14","PersonRuns","43861:48187","0.020","false"
"15","PersonRuns","49590:54066","0.320","false"
"16","PersonRuns","50576:52060","0.610","false"
"17","PersonRuns","51832:52146","0.700","false"
"18","PersonRuns","53526:54702","0.920","true"
"19","PersonRuns","53590:54415","0.320","false"
"20","PersonRuns","55267:55420","0.840","true"
"21","PersonRuns","58604:60379","0.250","false"
"22","PersonRuns","62572:65616","0.990","true"
"23","PersonRuns","63283:63852","0.220","false"
"24","PersonRuns","65491:66550","0.550","false"
"25","PersonRuns","74711:78412","0.440","false"
"26","PersonRuns","76710:80354","0.940","true"
"27","PersonRuns","77508:81081","0.010","false"
"28","PersonRuns","78215:80515","0.630","false"
"29","PersonRuns","78556:82666","0.350","false"
"30","PersonRuns","79175:80485","0.950","true"
"31","PersonRuns","80720:81708","0.150","false"
"32","PersonRuns","82614:85221","0.610","false"
"33","PersonRuns","85256:85811","0.950","true"
"34","PersonRuns","86032:87510","0.560","false"
"35","PersonRuns","87111:90159","0.560","false"
"36","PersonRuns","92719:96599","0.120","false"
"37","PersonRuns","97486:98850","0.230","false"
"38","PersonRuns","98807:103113","0.660","false"
"39","PersonRuns","100257:104777","0.440","false"
"40","PersonRuns","101278:105230","0.360","false"
"41","PersonRuns","101402:103180","0.390","false"
"42","PersonRuns","102581:104903","0.320","false"
"43","PersonRuns","106178:108822","0.480","false"
"44","PersonRuns","107494:108863","0.190","false"
"45","PersonRuns","108027:112030","0.140","false"
"46","PersonRuns","109090:109226","0.650","false"
"47","PersonRuns","109117:113274","0.130","false"
"48","PersonRuns","109704:111276","0.560","false"
"49","PersonRuns","118166:122103","0.570","false"
"50","PersonRuns","119911:123676","0.100","false"
"51","PersonRuns","120451:123015","0.180","false"
"52","PersonRuns","121357:121757","0.540","false"
"53","PersonRuns","126517:131073","0.020","false"
"54","PersonRuns","129421:131685","0.340","false"
"55","PersonRuns","132785:133906","0.380","false"
