"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","PersonRuns","13184:29517","0.760","true"
"2","PersonRuns","74721:90702","0.920","true"
"3","PersonRuns","87444:111205","0.950","true"
"4","PersonRuns","88034:97172","0.350","false"
"5","PersonRuns","110736:137106","0.350","false"
"6","PersonRuns","114066:117733","0.630","false"
"7","PersonRuns","125728:130024","0.970","true"
"8","PersonRuns","140136:167402","0.990","true"
"9","PersonRuns","146728:157048","0.840","true"
"10","PersonRuns","147534:152501","0.950","true"
"11","PersonRuns","149083:156112","0.520","false"
"12","PersonRuns","163790:180000","0.530","false"
"13","PersonRuns","175580:178426","0.420","false"
"1","CellToEar","14066:64717","0.450","true"
"2","CellToEar","21413:73636","0.950","true"
"3","CellToEar","23742:36117","0.950","true"
"4","CellToEar","49005:78735","0.730","true"
"5","CellToEar","71035:117867","0.380","false"
"6","CellToEar","98750:128151","0.030","false"
"1","ObjectPut","742:5621","0.510","false"
"2","ObjectPut","4606:7119","0.580","false"
"3","ObjectPut","10812:16111","0.390","false"
"4","ObjectPut","12465:18489","0.680","true"
"5","ObjectPut","13574:16851","0.000","false"
"6","ObjectPut","14090:18398","0.620","true"
"7","ObjectPut","16668:19698","0.590","false"
"8","ObjectPut","20028:23428","0.090","false"
"9","ObjectPut","21457:22304","0.900","true"
"10","ObjectPut","21686:21837","0.940","true"
"11","ObjectPut","21795:25577","0.180","false"
"12","ObjectPut","28533:32521","0.120","false"
"13","ObjectPut","31035:35972","0.930","true"
"14","ObjectPut","31972:36525","0.640","true"
"15","ObjectPut","33972:40159","0.540","false"
"16","ObjectPut","35101:40528","0.720","true"
"17","ObjectPut","37505:42343","0.150","false"
"18","ObjectPut","41026:46626","0.110","false"
"19","ObjectPut","42710:47702","0.480","false"
"20","ObjectPut","46943:48194","0.130","false"
"21","ObjectPut","53552:55579","0.610","true"
"22","ObjectPut","54998:58195","0.710","true"
"23","ObjectPut","58555:64005","0.250","false"
"24","ObjectPut","61937:65861","0.460","false"
"25","ObjectPut","65989:71565","0.470","false"
"26","ObjectPut","68161:68222","0.200","false"
"27","ObjectPut","71564:75724","0.200","false"
"28","ObjectPut","75574:77361","0.940","true"
"29","ObjectPut","77849:80941","0.170","false"
"30","ObjectPut","80080:81712","0.530","false"
"31","ObjectPut","89484:90922","0.760","true"
"32","ObjectPut","99121:103405","0.360","false"
"33","ObjectPut","102479:107199","0.960","true"
"34","ObjectPut","104461:105551","0.430","false"
"35","ObjectPut","105179:106831","0.630","true"
"36","ObjectPut","105586:110723","0.230","false"
"37","ObjectPut","111231:115755","0.080","false"
