"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","PersonRuns","2271:11696","0.170","false"
"2","PersonRuns","8727:12005","0.170","false"
"3","PersonRuns","8872:19260","0.820","true"
"4","PersonRuns","11644:16286","0.970","true"
"5","PersonRuns","14266:22080","0.800","true"
"6","PersonRuns","16344:24798","0.030","false"
"7","PersonRuns","18684:22601","0.150","false"
"8","PersonRuns","18979:22556","0.140","false"
"9","PersonRuns","22378:23301","0.360","false"
"10","PersonRuns","28183:29267","0.080","false"
"11","PersonRuns","30097:32040","0.810","true"
"12","PersonRuns","31809:40173","0.780","true"
"13","PersonRuns","47526:51150","0.170","false"
"14","PersonRuns","54412:55229","0.800","true"
"15","PersonRuns","63544:64830","0.100","false"
"16","PersonRuns","81887:89763","0.010","false"
"17","PersonRuns","86843:95251","0.420","false"
"18","PersonRuns","91531:98243","0.100","false"
"19","PersonRuns","93956:96343","0.710","false"
"20","PersonRuns","104434:107925","0.850","true"
"21","PersonRuns","119084:121817","0.390","false"
"22","PersonRuns","121561:130504","0.590","false"
"23","PersonRuns","122258:130526","0.290","false"
"24","PersonRuns","125759:133336","0.840","true"
"25","PersonRuns","129583:138111","0.670","false"
"26","PersonRuns","130679:132425","0.300","false"
"27","PersonRuns","144645:145996","0.690","false"
"28","PersonRuns","156278:164973","0.200","false"
"29","PersonRuns","157088:163050","0.560","false"
"30","PersonRuns","164625:166745","0.750","false"
"31","PersonRuns","172223:172456","0.890","true"
"32","PersonRuns","173590:177207","0.950","true"
"33","PersonRuns","174017:178279","0.310","false"
"34","PersonRuns","177184:180000","0.570","false"
"1","CellToEar","19440:36464","0.010","false"
"2","CellToEar","45044:63180","0.350","false"
"3","CellToEar","46083:64167","0.120","false"
"4","CellToEar","61447:77670","0.620","true"
"5","CellToEar","65883:80264","0.240","false"
"6","CellToEar","67327:68597","0.310","false"
"7","CellToEar","105254:124007","0.810","true"
"8","CellToEar","105283:110889","0.960","true"
"9","CellToEar","122546:136387","0.260","false"
"10","CellToEar","125935:146945","0.210","false"
"11","CellToEar","129180:135274","0.940","true"
"12","CellToEar","130669:145536","0.000","false"
"13","CellToEar","130942:135372","0.030","false"
"14","CellToEar","135603:142701","0.530","true"
"15","CellToEar","143643:152495","0.350","false"
"16","CellToEar","146539:159046","0.670","true"
"17","CellToEar","163226:171598","0.970","true"
"1","ObjectPut","1410:5225","0.120","false"
"2","ObjectPut","5920:6170","0.420","false"
"3","ObjectPut","6021:7988","0.720","true"
"4","ObjectPut","8805:8847","0.600","false"
"5","ObjectPut","11114:12309","0.320","false"
"6","ObjectPut","12313:12659","0.430","false"
"7","ObjectPut","12976:16793","0.710","true"
"8","ObjectPut","14338:16061","0.870","true"
"9","ObjectPut","15819:16109","0.740","true"
"10","ObjectPut","17554:18879","0.800","true"
"11","ObjectPut","17573:20963","0.180","false"
"12","ObjectPut","18286:19725","0.830","true"
"13","ObjectPut","19378:20475","0.840","true"
"14","ObjectPut","19776:20708","0.150","false"
"15","ObjectPut","20592:22053","0.240","false"
"16","ObjectPut","21093:24300","0.110","false"
"17","ObjectPut","25585:26526","0.010","false"
"18","ObjectPut","28832:31419","0.460","false"
"19","ObjectPut","28864:31683","0.950","true"
"20","ObjectPut","30352:33275","0.710","true"
"21","ObjectPut","34070:36326","0.850","true"
"22","ObjectPut","34116:37398","0.210","false"
"23","ObjectPut","35586:36531","0.560","false"
"24","ObjectPut","39549:41695","0.110","false"
"25","ObjectPut","41254:43460","0.760","true"
"26","ObjectPut","44098:46973","0.330","false"
"27","ObjectPut","46006:46084","0.540","false"
"28","ObjectPut","47348:49188","0.870","true"
"29","ObjectPut","48210:51396","0.670","true"
"30","ObjectPut","52059:55026","0.750","true"
"31","ObjectPut","54443:55077","0.470","false"
"32","ObjectPut","55574:55584","0.720","true"
"33","ObjectPut","56184:58955","0.300","false"
"34","ObjectPut","72047:74668","0.760","true"
"35","ObjectPut","72300:75308","0.570","false"
"36","ObjectPut","73600:75480","0.980","true"
"37","ObjectPut","78824:79620","0.800","true"
"38","ObjectPut","79448:81780","0.820","true"
"39","ObjectPut","80880:84681","0.560","false"
"40","ObjectPut","83453:86583","0.870","true"
"41","ObjectPut","85634:86800","0.040","false"
"42","ObjectPut","88045:88977","0.290","false"
"43","ObjectPut","90702:91404","0.420","false"
"44","ObjectPut","91406:93212","0.020","false"
"45","ObjectPut","92496:93664","0.360","false"
"46","ObjectPut","94147:94506","0.380","false"
"47","ObjectPut","94395:98155","0.520","false"
"48","ObjectPut","95277:98809","0.510","false"
"49","ObjectPut","96747:98492","0.150","false"
"50","ObjectPut","98724:100641","0.490","false"
"51","ObjectPut","99162:101370","0.600","false"
"52","ObjectPut","100960:103381","0.160","false"
