"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","PersonRuns","3590:4197","0.680","false"
"2","PersonRuns","5444:8521","0.470","false"
"3","PersonRuns","7119:7562","0.360","false"
"4","PersonRuns","7955:9499","0.320","false"
"5","PersonRuns","12387:16648","0.410","false"
"6","PersonRuns","17869:22294","0.210","false"
"7","PersonRuns","18473:19282","0.870","true"
"8","PersonRuns","22065:23437","0.200","false"
"9","PersonRuns","22677:23041","0.270","false"
"10","PersonRuns","27039:30371","0.320","false"
"11","PersonRuns","28919:31215","0.870","true"
"12","PersonRuns","29944:32336","0.870","true"
"13","PersonRuns","30834:32274","0.050","false"
"14","PersonRuns","34223:37867","0.410","false"
"15","PersonRuns","39570:41285","0.250","false"
"16","PersonRuns","41115:45697","0.510","false"
"17","PersonRuns","44669:48205","0.570","false"
"18","PersonRuns","45388:50785","0.030","false"
"19","PersonRuns","46470:52124","0.340","false"
"20","PersonRuns","47819:48928","0.080","false"
"21","PersonRuns","48210:49014","0.530","false"
"22","PersonRuns","53145:58172","0.460","false"
"23","PersonRuns","61825:61917","0.220","false"
"24","PersonRuns","62317:63164","0.920","true"
"25","PersonRuns","64317:64694","0.580","false"
"26","PersonRuns","69295:72923","0.030","false"
"27","PersonRuns","71276:75327","0.600","false"
"28","PersonRuns","71803:74222","0.030","false"
"29","PersonRuns","72190:72771","0.420","false"
"30","PersonRuns","78285:81615","0.440","false"
"31","PersonRuns","82323:85286","0.980","true"
"32","PersonRuns","83288:87991","0.630","false"
"33","PersonRuns","84547:85997","0.570","false"
"34","PersonRuns","87046:90043","0.120","false"
"35","PersonRuns","91584:96991","0.340","false"
"36","PersonRuns","93301:98421","0.240","false"
"37","PersonRuns","104915:109953","0.780","true"
"38","PersonRuns","105299:107811","0.260","false"
"39","PersonRuns","109845:113778","0.550","false"
"40","PersonRuns","110506:113888","0.600","false"
"41","PersonRuns","117530:123377","0.860","true"
"42","PersonRuns","118020:119840","0.330","false"
"43","PersonRuns","119482:125050","0.340","false"
"44","PersonRuns","120048:125823","0.860","true"
"45","PersonRuns","120583:124292","0.290","false"
"46","PersonRuns","123370:124844","0.270","false"
"47","PersonRuns","125220:126987","0.420","false"
"48","PersonRuns","126524:128324","0.440","false"
"49","PersonRuns","129911:133910","0.840","true"
"50","PersonRuns","144753:149682","0.830","true"
"51","PersonRuns","145332:149792","0.410","false"
"52","PersonRuns","149848:152754","0.450","false"
"53","PersonRuns","153640:157549","0.720","false"
"54","PersonRuns","162860:163843","0.010","false"
"55","PersonRuns","164458:168919","0.880","true"
"56","PersonRuns","165967:168126","0.000","false"
"57","PersonRuns","166041:170186","0.190","false"
"58","PersonRuns","166171:169562","0.020","false"
"59","PersonRuns","168522:171154","0.730","false"
"60","PersonRuns","175383:176985","0.990","true"
"61","PersonRuns","178916:180000","0.710","false"
"1","CellToEar","182:11559","0.530","true"
"2","CellToEar","570:5390","0.800","true"
"3","CellToEar","1497:7002","0.330","false"
"4","CellToEar","32237:49082","0.470","true"
"5","CellToEar","32876:48986","0.980","true"
"6","CellToEar","35050:40040","0.380","false"
"7","CellToEar","36079:36644","0.660","true"
"8","CellToEar","37450:50074","0.940","true"
"9","CellToEar","39609:49026","0.890","true"
"10","CellToEar","48479:49189","0.870","true"
"11","CellToEar","50055:55047","0.640","true"
"12","CellToEar","54532:55251","0.600","true"
"13","CellToEar","65822:77101","0.750","true"
"14","CellToEar","68784:78961","0.220","false"
"15","CellToEar","130064:149720","0.770","true"
