"ID","EventType","Framespan"
"1","PersonRuns","5203:5253"
"2","PersonRuns","6142:6213"
"3","PersonRuns","9089:9158"
"4","PersonRuns","20956:21043"
"5","PersonRuns","21034:21084"
"6","PersonRuns","22224:22298"
"7","PersonRuns","22236:22301"
"8","PersonRuns","25374:25484"
"9","PersonRuns","28311:28380"
"10","PersonRuns","28742:28772"
"11","PersonRuns","49655:49697"
"12","PersonRuns","50419:50465"
"13","PersonRuns","53686:53724"
"14","PersonRuns","57476:57560"
"15","PersonRuns","57900:57958"
"16","PersonRuns","64654:64783"
"17","PersonRuns","64687:64789"
"18","PersonRuns","62735:62802"
"19","PersonRuns","81032:81103"
"20","PersonRuns","81249:81285"
"21","PersonRuns","81258:81312"
"22","PersonRuns","81329:81358"
"23","PersonRuns","82126:82167"
"24","PersonRuns","82191:82227"
"25","PersonRuns","82253:82285"
"26","PersonRuns","82303:82328"
"27","PersonRuns","83753:83807"
"28","PersonRuns","84813:84937"
"29","PersonRuns","85233:85281"
"30","PersonRuns","85383:85425"
"31","PersonRuns","86738:86807"
"32","PersonRuns","87526:87566"
"33","PersonRuns","108605:108687"
"34","PersonRuns","109162:109242"
"35","PersonRuns","122083:122139"
"36","PersonRuns","133659:133702"
"37","PersonRuns","134004:134032"
"38","PersonRuns","134669:134729"
"39","PersonRuns","143130:143218"
"40","PersonRuns","143162:143231"
"41","PersonRuns","143174:143256"
"42","PersonRuns","143183:143257"
"43","PersonRuns","148329:148397"
"44","PersonRuns","163209:163336"
"45","PersonRuns","163987:164131"
"46","PersonRuns","164231:164355"
"47","PersonRuns","167304:167400"
"48","PersonRuns","171256:171308"
"49","PersonRuns","167966:168077"
"50","PersonRuns","175588:175627"
"51","PersonRuns","40559:40630"
"52","CellToEar","36562:36569"
"53","CellToEar","33017:33032"
"54","CellToEar","51148:51171"
"55","CellToEar","78122:78129"
"56","CellToEar","87030:87046"
"57","CellToEar","88630:88645"
"58","CellToEar","92066:92081"
"59","CellToEar","99739:99748"
"60","CellToEar","108784:108831"
"61","CellToEar","115580:115599"
"62","CellToEar","123146:123158"
"63","CellToEar","124777:124786"
"64","CellToEar","138745:138759"
"65","CellToEar","137842:137860"
"66","CellToEar","144884:144893"
"67","CellToEar","145138:145146"
"68","CellToEar","147074:147089"
"69","CellToEar","147624:147642"
"70","CellToEar","148417:148433"
"71","CellToEar","149422:149441"
"72","CellToEar","150069:150083"
"73","CellToEar","150249:150265"
"74","CellToEar","175753:175759"
"75","CellToEar","176164:176173"
"76","CellToEar","177880:177918"
"77","CellToEar","179432:179447"
"78","CellToEar","179810:179821"
"79","CellToEar","179967:179976"
"80","CellToEar","180427:180439"
"81","CellToEar","185800:185825"
"82","ObjectPut","4002:4003"
"83","ObjectPut","4806:4809"
"84","ObjectPut","2784:2792"
"85","ObjectPut","6880:6881"
"86","ObjectPut","13439:13475"
"87","ObjectPut","13653:13666"
"88","ObjectPut","17029:17041"
"89","ObjectPut","27308:27318"
"90","ObjectPut","27952:28054"
"91","ObjectPut","28689:28694"
"92","ObjectPut","46903:46907"
"93","ObjectPut","48588:48604"
"94","ObjectPut","48529:48536"
"95","ObjectPut","48846:48875"
"96","ObjectPut","49047:49057"
"97","ObjectPut","52341:52362"
"98","ObjectPut","54367:54381"
"99","ObjectPut","54381:54464"
"100","ObjectPut","54702:54713"
"101","ObjectPut","57198:57201"
"102","ObjectPut","56836:56892"
"103","ObjectPut","58923:58934"
"104","ObjectPut","60028:60073"
"105","ObjectPut","59942:59951"
"106","ObjectPut","59966:60084"
"107","ObjectPut","63759:63763"
"108","ObjectPut","61548:61557"
"109","ObjectPut","61792:61817"
"110","ObjectPut","67830:67850"
"111","ObjectPut","68243:68252"
"112","ObjectPut","73353:73365"
"113","ObjectPut","73458:73468"
"114","ObjectPut","71622:71710"
"115","ObjectPut","76655:76656"
"116","ObjectPut","79585:79587"
"117","ObjectPut","84925:84943"
"118","ObjectPut","84998:85026"
"119","ObjectPut","88734:88743"
"120","ObjectPut","88828:88920"
"121","ObjectPut","88947:88981"
"122","ObjectPut","91048:91054"
"123","ObjectPut","91401:91417"
"124","ObjectPut","92379:92403"
"125","ObjectPut","98289:98310"
"126","ObjectPut","103098:103108"
"127","ObjectPut","104628:104634"
"128","ObjectPut","106180:106191"
"129","ObjectPut","106406:106475"
"130","ObjectPut","106974:106992"
"131","ObjectPut","108820:108822"
"132","ObjectPut","113532:113546"
"133","ObjectPut","113677:113723"
"134","ObjectPut","117691:117711"
"135","ObjectPut","118070:118110"
"136","ObjectPut","118502:118536"
"137","ObjectPut","118818:119055"
"138","ObjectPut","119063:119158"
"139","ObjectPut","119275:119314"
"140","ObjectPut","120070:120144"
"141","ObjectPut","121270:121302"
"142","ObjectPut","122274:122280"
"143","ObjectPut","124172:124185"
"144","ObjectPut","124208:124211"
"145","ObjectPut","124777:124782"
"146","ObjectPut","124857:124861"
"147","ObjectPut","126168:126170"
"148","ObjectPut","122357:122357"
"149","ObjectPut","122360:122375"
"150","ObjectPut","125980:125981"
"151","ObjectPut","132501:132574"
"152","ObjectPut","132686:132704"
"153","ObjectPut","132517:132533"
"154","ObjectPut","133499:133559"
"155","ObjectPut","134822:134920"
"156","ObjectPut","134984:134990"
"157","ObjectPut","135199:135361"
"158","ObjectPut","135469:135668"
"159","ObjectPut","135527:135534"
"160","ObjectPut","132347:132360"
"161","ObjectPut","135846:136264"
"162","ObjectPut","135848:135860"
"163","ObjectPut","135860:135935"
"164","ObjectPut","136569:136632"
"165","ObjectPut","136663:136695"
"166","ObjectPut","136726:136752"
"167","ObjectPut","137280:137287"
"168","ObjectPut","138045:138052"
"169","ObjectPut","138102:138106"
"170","ObjectPut","138196:138199"
"171","ObjectPut","138238:138239"
"172","ObjectPut","143627:143631"
"173","ObjectPut","143658:143661"
"174","ObjectPut","151629:151674"
"175","ObjectPut","151588:151612"
"176","ObjectPut","151732:151798"
"177","ObjectPut","159781:159783"
"178","ObjectPut","160425:160429"
"179","ObjectPut","163442:163446"
"180","ObjectPut","163629:163635"
"181","ObjectPut","161381:161388"
"182","ObjectPut","161728:161730"
"183","ObjectPut","168067:168069"
"184","ObjectPut","168632:168637"
"185","ObjectPut","174723:174725"
"186","ObjectPut","177276:177287"
"187","ObjectPut","2499:2501"
"188","ObjectPut","11260:11267"
"189","PeopleMeet","5642:5865"
"190","PeopleMeet","8132:8166"
"191","PeopleMeet","8987:9015"
"192","PeopleMeet","9251:9295"
"193","PeopleMeet","9923:9972"
"194","PeopleMeet","10034:10081"
"195","PeopleMeet","13004:13063"
"196","PeopleMeet","25980:26096"
"197","PeopleMeet","42215:42287"
"198","PeopleMeet","46125:46377"
"199","PeopleMeet","47956:48011"
"200","PeopleMeet","48569:48628"
"201","PeopleMeet","50429:50466"
"202","PeopleMeet","54875:54941"
"203","PeopleMeet","58529:58655"
"204","PeopleMeet","58826:58873"
"205","PeopleMeet","59550:59716"
"206","PeopleMeet","55375:55565"
"207","PeopleMeet","61687:61744"
"208","PeopleMeet","61837:61928"
"209","PeopleMeet","63553:63741"
"210","PeopleMeet","65705:66042"
"211","PeopleMeet","67071:67157"
"212","PeopleMeet","67476:67754"
"213","PeopleMeet","65567:65613"
"214","PeopleMeet","69094:69213"
"215","PeopleMeet","72713:72840"
"216","PeopleMeet","73509:73621"
"217","PeopleMeet","79145:79202"
"218","PeopleMeet","79134:79282"
"219","PeopleMeet","79136:79284"
"220","PeopleMeet","79956:80171"
"221","PeopleMeet","81029:81162"
"222","PeopleMeet","81236:81321"
"223","PeopleMeet","81323:81386"
"224","PeopleMeet","81244:81428"
"225","PeopleMeet","81449:81604"
"226","PeopleMeet","82908:83016"
"227","PeopleMeet","83526:83659"
"228","PeopleMeet","83740:83825"
"229","PeopleMeet","94442:94556"
"230","PeopleMeet","94372:94458"
"231","PeopleMeet","94769:94814"
"232","PeopleMeet","96261:96298"
"233","PeopleMeet","96605:96690"
"234","PeopleMeet","97195:97206"
"235","PeopleMeet","99641:99681"
"236","PeopleMeet","103088:104193"
"237","PeopleMeet","103737:103772"
"238","PeopleMeet","108192:108320"
"239","PeopleMeet","108059:108219"
"240","PeopleMeet","111376:111519"
