"ID","EventType","Framespan"
"1","ObjectPut","880:891"
"2","PeopleSplitUp","1097:1782"
"3","Pointing","1980:1991"
"4","ObjectPut","2246:2258"
"5","ObjectPut","2300:2311"
"6","ObjectPut","2325:2330"
"7","PeopleMeet","2361:2424"
"8","Pointing","2403:2490"
"9","ObjectPut","2491:2559"
"10","ObjectPut","2721:2731"
"11","PeopleMeet","2737:2745"
"12","PeopleSplitUp","2922:3072"
"13","Pointing","2967:2970"
"14","ObjectPut","3139:3164"
"15","ObjectPut","3387:3425"
"16","Pointing","3647:3654"
"17","ObjectPut","4449:4472"
"18","ObjectPut","4565:4581"
"19","ObjectPut","4670:4723"
"20","ObjectPut","5213:5236"
"21","ObjectPut","6163:6188"
"22","Pointing","6477:6478"
"23","Pointing","6788:6799"
"24","PeopleSplitUp","7129:7246"
"25","PeopleMeet","7278:7444"
"26","ObjectPut","7509:7512"
"27","ObjectPut","7715:7744"
"28","ObjectPut","7789:7808"
"29","ObjectPut","7843:7885"
"30","ObjectPut","8624:8652"
"31","PeopleMeet","8676:8832"
"32","ObjectPut","8838:8912"
"33","ObjectPut","8888:8903"
"34","Embrace","8947:8990"
"35","Pointing","9029:9056"
"36","Pointing","9283:9290"
"37","PeopleMeet","9598:9705"
"38","Embrace","9693:9746"
"39","ObjectPut","9953:9960"
"40","ObjectPut","10067:10072"
"41","ObjectPut","10322:10325"
"42","Pointing","10506:10507"
"43","PeopleSplitUp","11726:11770"
"44","Pointing","11895:11961"
"45","Pointing","12203:12244"
"46","Pointing","12317:12322"
"47","Pointing","12594:12604"
"48","Pointing","12652:12656"
"49","Pointing","12952:12957"
"50","CellToEar","14406:14423"
"51","Pointing","14556:14572"
"52","Pointing","14664:14665"
"53","Pointing","14756:14760"
"54","Pointing","16172:16189"
"55","Pointing","18716:18737"
"56","Pointing","19151:19210"
"57","Pointing","19747:19752"
"58","ObjectPut","20811:20829"
"59","ObjectPut","20958:20968"
"60","ObjectPut","20997:21014"
"61","Pointing","21335:21368"
"62","ObjectPut","21419:21433"
"63","ObjectPut","21695:21713"
"64","ObjectPut","21845:21857"
"65","Pointing","23233:23252"
"66","PeopleMeet","25887:25952"
"67","Embrace","25987:26045"
"68","Pointing","27295:27353"
"69","ObjectPut","30501:38251"
"70","Pointing","31801:31811"
"71","ObjectPut","33127:33211"
"72","ObjectPut","33312:33329"
"73","ObjectPut","33330:33378"
"74","Pointing","33364:33389"
"75","Pointing","34503:34546"
"76","PeopleMeet","35649:35678"
"77","PeopleSplitUp","35811:36073"
"78","ObjectPut","35900:35908"
"79","ObjectPut","35924:35930"
"80","Pointing","37056:37084"
"81","Pointing","37391:37407"
"82","Pointing","37554:37571"
"83","PeopleMeet","37954:38099"
"84","Pointing","38032:38037"
"85","PeopleMeet","38602:38833"
"86","CellToEar","39473:39483"
"87","Pointing","41693:41711"
"88","Pointing","42852:42906"
"89","Pointing","42909:42944"
"90","Pointing","42994:43077"
"91","Pointing","43039:43078"
"92","Pointing","45139:45190"
"93","PeopleSplitUp","46727:46841"
"94","PeopleMeet","47901:47949"
"95","PeopleMeet","47951:48595"
"96","PeopleSplitUp","48106:48319"
"97","PeopleSplitUp","48789:49213"
"98","Pointing","50566:50613"
"99","Pointing","50568:50598"
"100","ObjectPut","50630:50631"
"101","PeopleMeet","51522:51652"
"102","PeopleSplitUp","51852:51996"
"103","ObjectPut","51856:51861"
"104","PeopleMeet","52307:52466"
"105","ObjectPut","52645:52646"
"106","Pointing","54454:54461"
"107","Pointing","54539:54560"
"108","Pointing","55911:55941"
"109","Pointing","56293:56310"
"110","ObjectPut","57925:57930"
"111","ObjectPut","58023:58035"
"112","ObjectPut","58114:58150"
"113","ObjectPut","60075:60132"
"114","Pointing","61729:61752"
"115","Pointing","61765:61768"
"116","Pointing","61779:61781"
"117","ObjectPut","62904:62908"
"118","Pointing","64579:64592"
"119","PersonRuns","65118:65164"
"120","PersonRuns","65204:65311"
"121","PersonRuns","65311:65448"
"122","ObjectPut","65827:65833"
"123","ObjectPut","65916:65928"
"124","ObjectPut","66398:66480"
"125","PeopleMeet","67290:67409"
"126","ObjectPut","67550:67583"
"127","ObjectPut","68742:68760"
"128","PeopleMeet","68868:68894"
"129","Embrace","68894:68961"
"130","ObjectPut","70263:70374"
"131","Embrace","70826:70972"
"132","ObjectPut","72489:72517"
"133","Pointing","76588:76600"
"134","ObjectPut","78884:78892"
"135","ObjectPut","79029:79036"
"136","ObjectPut","81400:81409"
"137","Pointing","81562:81566"
"138","Pointing","81621:81625"
"139","ObjectPut","82015:82057"
"140","PeopleMeet","83120:83470"
"141","ObjectPut","83124:83135"
"142","Pointing","83336:83365"
