"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","125:155","0.385750","0"
"2","Embrace","355:535","0.522706","1"
"3","Embrace","725:2535","0.665291","1"
"4","Embrace","2595:2885","0.460276","0"
"5","Embrace","2955:3335","0.578889","1"
"6","Embrace","3365:3635","0.512292","1"
"7","Embrace","3675:3785","0.692818","1"
"8","Embrace","3815:4405","0.564491","1"
"9","Embrace","4475:4565","0.685100","1"
"10","Embrace","4595:4725","0.852286","1"
"11","Embrace","4785:4925","0.431400","0"
"12","Embrace","4955:5035","0.505444","1"
"13","Embrace","5085:5135","0.402600","0"
"14","Embrace","5165:5215","0.479000","0"
"15","Embrace","5305:5355","0.257250","0"
"16","Embrace","5565:5605","0.221000","0"
"17","Embrace","5645:5715","0.770000","1"
"18","Embrace","5745:5875","0.622429","1"
"19","Embrace","6025:6295","0.558333","1"
"20","Embrace","6855:6905","0.189000","0"
"21","Embrace","8245:8405","0.378000","0"
"22","Embrace","8535:8605","0.774833","1"
"23","Embrace","11335:11405","0.474857","0"
"24","Embrace","11445:11515","0.320375","0"
"25","Embrace","13235:13265","0.113500","0"
"26","Embrace","13315:13385","0.453857","0"
"27","Embrace","14845:15035","0.481812","0"
"28","Embrace","17325:17365","0.480500","0"
"29","Embrace","17955:18215","0.696269","1"
"30","Embrace","18275:18315","0.533400","1"
"31","Embrace","18535:18565","0.185000","0"
"32","Embrace","19485:19695","0.562684","1"
"33","Embrace","21205:21265","0.357500","0"
"34","Embrace","21335:21465","0.406846","0"
"35","Embrace","21575:21605","0.276250","0"
"36","Embrace","21645:21865","0.566455","1"
"37","Embrace","21895:22025","0.512357","1"
"38","Embrace","22595:22755","0.675000","1"
"39","Embrace","22905:22935","0.546000","1"
"40","Embrace","24635:24755","0.317385","0"
"41","Embrace","24945:24995","0.204000","0"
"42","Embrace","25895:25935","0.313600","0"
"43","Embrace","26185:26525","0.423687","0"
"44","Embrace","26555:28015","0.545587","1"
"45","Embrace","28085:28125","0.362250","0"
"46","Embrace","28165:28205","0.496250","0"
"47","Embrace","28515:28565","0.282833","0"
"48","Embrace","28595:28825","0.758652","1"
"49","Embrace","28905:28935","0.107750","0"
"50","Embrace","29135:29215","0.535714","1"
"51","Embrace","29295:29385","0.498250","0"
"52","Embrace","29525:29755","0.501545","1"
"53","Embrace","29845:30115","0.499593","0"
"54","Embrace","30205:30235","0.353500","0"
"55","Embrace","30365:30455","0.240667","0"
"56","Embrace","30495:30535","0.485200","0"
"57","Embrace","30915:31285","0.879368","1"
"58","Embrace","31425:31515","0.359875","0"
"59","Embrace","31545:31575","0.428000","0"
"60","Embrace","31605:31645","0.352000","0"
"61","Embrace","31765:31795","0.194333","0"
"62","Embrace","31965:32005","0.437400","0"
"63","Embrace","32035:32065","0.355333","0"
"64","Embrace","32165:32215","0.577400","1"
"65","Embrace","32495:32665","0.657824","1"
"66","Embrace","32705:32735","0.565000","1"
"67","Embrace","35175:35275","0.371273","0"
"68","Embrace","35455:35495","0.313500","0"
"69","Embrace","36105:36275","0.470133","0"
"70","Embrace","36305:36435","0.469462","0"
"71","Embrace","36605:36635","0.157333","0"
"72","Embrace","36745:36865","0.730417","1"
"73","Embrace","36995:37045","0.646000","1"
"74","Embrace","37235:37485","0.498875","0"
"75","Embrace","37575:37675","0.331000","0"
"76","Embrace","37745:37925","0.607235","1"
"77","Embrace","37955:37995","0.716000","1"
"78","Embrace","38035:38345","0.639897","1"
"79","Embrace","38375:38465","0.282900","0"
"80","Embrace","38555:38725","0.625941","1"
"81","Embrace","38785:38895","0.480200","0"
"82","Embrace","38935:39115","0.705684","1"
"83","Embrace","39265:39445","0.593786","1"
"84","Embrace","39485:40205","0.765887","1"
"85","Embrace","40685:40825","0.610000","1"
"86","Embrace","43125:43155","0.313667","0"
"87","Embrace","44045:44295","0.460538","0"
"88","Embrace","44825:44935","0.693636","1"
"89","Embrace","45185:45215","0.589000","1"
"90","Embrace","45495:45535","0.567000","1"
"91","Embrace","46865:46905","0.941500","1"
"92","Embrace","47205:47355","0.535733","1"
"93","Embrace","47455:47495","0.290500","0"
"94","Embrace","47695:47755","0.420000","0"
"95","Embrace","48015:48065","0.525800","1"
"96","Embrace","48725:48855","0.760769","1"
"97","Embrace","49115:49385","0.764786","1"
"98","Embrace","49415:49485","0.380000","0"
"99","Embrace","49555:49615","0.619143","1"
"100","Embrace","50095:50165","0.812375","1"
"101","Embrace","50535:50725","0.414588","0"
"102","Embrace","51005:51135","0.643385","1"
"103","Embrace","51175:51455","0.592074","1"
"104","Embrace","51995:52085","0.556400","1"
"105","Embrace","52195:52235","0.305800","0"
"106","Embrace","52275:52365","0.455111","0"
"107","Embrace","52565:52645","0.222167","0"
"108","Embrace","53125:53155","0.466500","0"
"109","Embrace","53435:53495","0.166200","0"
"110","Embrace","53545:53725","0.652444","1"
"111","Embrace","54175:54215","0.489200","0"
"112","Embrace","54315:54395","0.345667","0"
"113","Embrace","54425:54475","0.473000","0"
"114","Embrace","54505:54535","0.611250","1"
"115","Embrace","54585:54645","0.507800","1"
"116","Embrace","54675:54705","0.330750","0"
"117","Embrace","56705:56745","0.193000","0"
"118","Embrace","56975:57035","0.386286","0"
"119","Embrace","57135:57345","0.581650","1"
"120","Embrace","57715:57855","0.487769","0"
"121","Embrace","57945:57995","0.532400","1"
"122","Embrace","58415:58475","0.715333","1"
"123","Embrace","59725:59755","0.802750","1"
"124","Embrace","61185:61215","0.355333","0"
"125","Embrace","61635:61675","0.441800","0"
"126","Embrace","61705:61875","0.663588","1"
"127","Embrace","62135:62165","0.143667","0"
"128","Embrace","62265:62425","0.502857","1"
"129","Embrace","62685:62995","0.336407","0"
"130","Embrace","63065:63205","0.432154","0"
"131","Embrace","63335:63365","0.533750","1"
"132","Embrace","63415:63515","0.394778","0"
"133","Embrace","63825:63865","0.242750","0"
"134","Embrace","63895:63925","0.483250","0"
"135","Embrace","63955:64085","0.328167","0"
"136","Embrace","64115:65275","0.649600","1"
"137","Embrace","65315:66235","0.447391","0"
"138","Embrace","66295:66865","0.442927","0"
"139","Embrace","66895:67535","0.644781","1"
"140","Embrace","67595:67805","0.235889","0"
"141","Embrace","67835:67915","0.546889","1"
"142","Embrace","68025:68105","0.226875","0"
"143","Embrace","68135:68165","0.544333","1"
"144","Embrace","68285:68365","0.307571","0"
"145","Embrace","68585:68615","0.201750","0"
"146","Embrace","69015:69215","0.508444","1"
"147","Embrace","69265:69375","0.228875","0"
"148","Embrace","69535:69645","0.448636","0"
"149","Embrace","69695:69725","0.436500","0"
"150","Embrace","69765:69875","0.321333","0"
"151","Embrace","69955:70115","0.748625","1"
"152","Embrace","70145:70255","0.537444","1"
"153","Embrace","70285:70315","0.462500","0"
"154","Embrace","70925:70955","0.689500","1"
"155","Embrace","71495:71525","0.392000","0"
"156","Embrace","71645:71675","0.369250","0"
"157","Embrace","71705:71765","0.219500","0"
"158","Embrace","72045:72085","0.459500","0"
"159","Embrace","72665:72705","0.258333","0"
"160","Embrace","72775:72815","0.272333","0"
"161","Embrace","73065:73165","0.194375","0"
"162","Embrace","73205:73285","0.444375","0"
"163","Embrace","73355:73435","0.519750","1"
"164","Embrace","73615:73695","0.386556","0"
"165","Embrace","73725:73755","0.167667","0"
"166","Embrace","74315:74355","0.373000","0"
"167","Embrace","74585:74675","0.325000","0"
"168","Embrace","74985:75145","0.655688","1"
"169","Embrace","75275:75405","0.296308","0"
"170","Embrace","75535:75635","0.245818","0"
"171","Embrace","75665:75745","0.394444","0"
"172","Embrace","75895:76025","0.309800","0"
"173","Embrace","76055:76105","0.362200","0"
"174","Embrace","76215:76245","0.471667","0"
"175","Embrace","76275:76305","0.412333","0"
"176","Embrace","76555:76585","0.133333","0"
"177","Embrace","76765:76825","0.349000","0"
"178","Embrace","77195:77225","0.693250","1"
"179","Embrace","77925:77985","0.201000","0"
"180","Embrace","78235:78525","0.604115","1"
"181","Embrace","78595:78625","0.713333","1"
"182","Embrace","78655:78725","0.533500","1"
"183","Embrace","78775:79005","0.474909","0"
"184","Embrace","79165:79915","0.388014","0"
"185","Embrace","79985:80045","0.459500","0"
"186","Embrace","80095:80125","0.448500","0"
"187","Embrace","80385:80415","0.244750","0"
"188","Embrace","80565:80615","0.217250","0"
"189","Embrace","80665:80695","0.178000","0"
"190","Embrace","80725:80795","0.411286","0"
"191","Embrace","80855:80995","0.302923","0"
"192","Embrace","81095:81135","0.494200","0"
"193","Embrace","81235:81305","0.670000","1"
"194","Embrace","81345:81375","0.399333","0"
"195","Embrace","81685:81735","0.625600","1"
"196","Embrace","81805:81885","0.501750","1"
"197","Embrace","82315:82695","0.545167","1"
"198","Embrace","82725:82765","0.508600","1"
"199","Embrace","83135:83185","0.363000","0"
"200","Embrace","83275:83315","0.412250","0"
"201","Embrace","83375:83435","0.403400","0"
"202","Embrace","83545:83605","0.402400","0"
"203","Embrace","83635:83805","0.373867","0"
"204","Embrace","83845:83965","0.616125","1"
"205","Embrace","84095:84145","0.321500","0"
"206","Embrace","84185:84215","0.408250","0"
"207","Embrace","84625:84805","0.555000","1"
"208","Embrace","84885:84945","0.251667","0"
"209","Embrace","84985:85025","0.243750","0"
"210","Embrace","85245:85465","0.434130","0"
"211","Embrace","85495:85565","0.802250","1"
"212","Embrace","86135:86245","0.495909","0"
"213","Embrace","86375:86415","0.300667","0"
"214","Embrace","86475:86525","0.633500","1"
"215","Embrace","86845:86945","0.561556","1"
"216","Embrace","86985:87015","0.240000","0"
"217","Embrace","87225:87395","0.588937","1"
"218","Embrace","87605:87675","0.228167","0"
"219","Embrace","87835:87885","0.241000","0"
"220","Embrace","87915:87975","0.664833","1"
"221","Embrace","88045:88085","0.344800","0"
"222","Embrace","88285:88315","0.378667","0"
"223","Embrace","88505:88545","0.544250","1"
"224","Embrace","88675:88745","0.578500","1"
"225","Embrace","88785:88845","0.371833","0"
"226","Embrace","88875:89085","0.469250","0"
"227","Embrace","89115:89915","0.493632","0"
"228","Embrace","90005:90155","0.320000","0"
"229","Embrace","90185:90425","0.401391","0"
"230","Embrace","90515:90635","0.361700","0"
"231","Embrace","90675:90955","0.636826","1"
"232","Embrace","91295:91435","0.488769","0"
"233","Embrace","91615:91685","0.304875","0"
"234","Embrace","91725:91885","0.359667","0"
"235","Embrace","91915:92175","0.529320","1"
"236","Embrace","92215:93015","0.433105","0"
"237","Embrace","93045:93165","0.631750","1"
"238","Embrace","93235:93265","0.173333","0"
"239","Embrace","93545:94255","0.394119","0"
"240","Embrace","94325:94355","0.310667","0"
"241","Embrace","94395:94515","0.519231","1"
"242","Embrace","94675:94805","0.729643","1"
"243","Embrace","94835:95095","0.476040","0"
"244","Embrace","95125:95455","0.468941","0"
"245","Embrace","95545:95655","0.592167","1"
"246","Embrace","95685:95775","0.384700","0"
"247","Embrace","95825:96025","0.366105","0"
"248","Embrace","96055:96095","0.446200","0"
"249","Embrace","96265:96305","0.319000","0"
"250","Embrace","96585:97065","0.503417","1"
"251","Embrace","97105:97275","0.408125","0"
"252","Embrace","97315:97345","0.420000","0"
"253","Embrace","97545:97905","0.543375","1"
"254","Embrace","97935:97985","0.620800","1"
"255","Embrace","98025:98075","0.381667","0"
"256","Embrace","98215:98365","0.676071","1"
"257","Embrace","98395:98545","0.312000","0"
"258","Embrace","98575:98685","0.556182","1"
"259","Embrace","98715:98755","0.521500","1"
"260","Embrace","98835:98925","0.528778","1"
"261","Embrace","99225:99265","0.318500","0"
"262","Embrace","99575:99625","0.664750","1"
"263","Embrace","99835:99875","0.314800","0"
"264","Embrace","99925:99995","0.464286","0"
"265","Embrace","100025:100125","0.272556","0"
"266","Embrace","100165:100205","0.186600","0"
"267","Embrace","100385:100555","0.671267","1"
"268","Embrace","100625:100655","0.448000","0"
"269","Embrace","100885:100945","0.530200","1"
"270","Embrace","101065:101115","0.496750","0"
