"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","545:595","0.910000","1"
"2","Embrace","4105:4285","0.305118","0"
"3","Embrace","4315:4415","0.281700","0"
"4","Embrace","4505:5015","0.281625","0"
"5","Embrace","5175:5215","0.334500","0"
"6","Embrace","5275:5315","0.185400","0"
"7","Embrace","5375:5575","0.185353","0"
"8","Embrace","5785:5825","0.195000","0"
"9","Embrace","6115:6435","0.352800","0"
"10","Embrace","6465:6525","0.181333","0"
"11","Embrace","6555:6665","0.244917","0"
"12","Embrace","6695:6945","0.360385","0"
"13","Embrace","6975:7015","0.192200","0"
"14","Embrace","7045:7095","0.400200","0"
"15","Embrace","7305:8585","0.363464","0"
"16","Embrace","8625:8775","0.311000","0"
"17","Embrace","8815:8945","0.479929","0"
"18","Embrace","9335:10505","0.476605","0"
"19","Embrace","10545:11035","0.321413","0"
"20","Embrace","11085:11335","0.342577","0"
"21","Embrace","11405:11465","0.396286","0"
"22","Embrace","11535:12165","0.352429","0"
"23","Embrace","12495:12555","0.305333","0"
"24","Embrace","12585:12635","0.308750","0"
"25","Embrace","13215:13275","0.197500","0"
"26","Embrace","13445:13475","0.193333","0"
"27","Embrace","13505:13715","0.484100","0"
"28","Embrace","13775:13815","0.475800","0"
"29","Embrace","13855:13935","0.268556","0"
"30","Embrace","14005:14095","0.304667","0"
"31","Embrace","14155:14365","0.283579","0"
"32","Embrace","14685:14745","0.321167","0"
"33","Embrace","15015:15065","0.235000","0"
"34","Embrace","15865:15905","0.389667","0"
"35","Embrace","16565:16625","0.401333","0"
"36","Embrace","23455:23485","0.435333","0"
"37","Embrace","36695:36725","0.289750","0"
"38","Embrace","38165:38205","0.269200","0"
"39","Embrace","40425:40455","0.406333","0"
"40","Embrace","43775:43805","0.215333","0"
"41","Embrace","43875:43905","0.469000","0"
"42","Embrace","44945:44975","0.136750","0"
"43","Embrace","45765:45815","0.377000","0"
"44","Embrace","46055:46185","0.365000","0"
"45","Embrace","46565:46605","0.150250","0"
"46","Embrace","47305:47335","0.814750","1"
"47","Embrace","48185:48235","0.214000","0"
"48","Embrace","48315:48415","0.284000","0"
"49","Embrace","48525:48585","0.414833","0"
"50","Embrace","48675:48755","0.360500","0"
"51","Embrace","51755:51795","0.489200","0"
"52","Embrace","52045:52255","0.351056","0"
"53","Embrace","52285:52465","0.358385","0"
"54","Embrace","52955:53005","0.500500","1"
"55","Embrace","53085:53115","0.345250","0"
"56","Embrace","53335:53625","0.801724","1"
"57","Embrace","53725:53795","0.758500","1"
"58","Embrace","53835:53875","0.630500","1"
"59","Embrace","54115:54285","0.281824","0"
"60","Embrace","54315:54435","0.364900","0"
"61","Embrace","54875:54915","0.248000","0"
"62","Embrace","55165:55275","0.260700","0"
"63","Embrace","55305:55535","0.863958","1"
"64","Embrace","55635:55675","0.420750","0"
"65","Embrace","56165:56215","0.544333","1"
"66","Embrace","56245:56325","0.261375","0"
"67","Embrace","56415:56535","0.473000","0"
