"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","485:535","0.611800","1"
"2","Embrace","1715:1745","0.252000","0"
"3","Embrace","1925:1955","0.616000","1"
"4","Embrace","3135:3245","0.503300","1"
"5","Embrace","6995:7035","0.268500","0"
"6","Embrace","11425:11515","0.679444","1"
"7","Embrace","11935:11975","0.658400","1"
"8","Embrace","13575:13605","0.157750","0"
"9","Embrace","13635:13685","0.288500","0"
"10","Embrace","20205:20235","0.434000","0"
"11","Embrace","23925:23955","0.213667","0"
"12","Embrace","26105:26135","0.193750","0"
"13","Embrace","26375:26445","0.244500","0"
"14","Embrace","26485:26545","0.343333","0"
"15","Embrace","29975:30005","0.245500","0"
"16","Embrace","30815:30915","0.386800","0"
"17","Embrace","34095:34155","0.401500","0"
"18","Embrace","36045:36135","0.474714","0"
"19","Embrace","41205:41315","0.456091","0"
"20","Embrace","44135:44165","0.363000","0"
"21","Embrace","44395:44485","0.364222","0"
"22","Embrace","45235:45265","0.542667","1"
"23","Embrace","45655:45695","0.483000","0"
"24","Embrace","49475:49525","0.305000","0"
"25","Embrace","50265:50305","0.167250","0"
"26","Embrace","50395:50525","0.527083","1"
"27","Embrace","50555:50615","0.554571","1"
"28","Embrace","50645:50705","0.582333","1"
"29","Embrace","50735:50795","0.525571","1"
"30","Embrace","50845:50875","0.397000","0"
"31","Embrace","50905:51005","0.501818","1"
"32","Embrace","51095:51335","0.619000","1"
"33","Embrace","51465:51555","0.739500","1"
"34","Embrace","51685:51745","0.719286","1"
"35","Embrace","51775:51805","0.220667","0"
"36","Embrace","51915:52115","0.449278","0"
"37","Embrace","52195:52235","0.406200","0"
"38","Embrace","52295:52595","0.760290","1"
"39","Embrace","53035:53065","0.390000","0"
"40","Embrace","53335:53485","0.688533","1"
"41","Embrace","53635:53735","0.604000","1"
"42","Embrace","53765:53795","0.408500","0"
"43","Embrace","53895:54005","0.255273","0"
"44","Embrace","54035:54295","0.327905","0"
"45","Embrace","54395:54525","0.485583","0"
"46","Embrace","54735:54825","0.801000","1"
"47","Embrace","54875:54925","0.536000","1"
"48","Embrace","54955:54985","0.136000","0"
"49","Embrace","55015:55045","0.581000","1"
"50","Embrace","55075:55105","0.315250","0"
"51","Embrace","55435:55545","0.442455","0"
"52","Embrace","55945:55995","0.458000","0"
"53","Embrace","56425:56465","0.443600","0"
"54","Embrace","57865:57965","0.353800","0"
"55","Embrace","59275:59395","0.461545","0"
"56","Embrace","59485:59555","0.293429","0"
"57","Embrace","59725:59765","0.247600","0"
"58","Embrace","59915:60015","0.470300","0"
"59","Embrace","60605:60685","0.338143","0"
"60","Embrace","61205:61245","0.431250","0"
"61","Embrace","61355:61415","0.419000","0"
"62","Embrace","61745:61825","0.406875","0"
"63","Embrace","61885:61915","0.169000","0"
"64","Embrace","65405:65435","0.413333","0"
"65","Embrace","66335:66385","0.395750","0"
"66","Embrace","69035:69075","0.675600","1"
"67","Embrace","69425:69455","0.292250","0"
"68","Embrace","69635:69675","0.377250","0"
"69","Embrace","69895:70045","0.673750","1"
"70","Embrace","70075:70155","0.672889","1"
"71","Embrace","70355:70665","0.301533","0"
"72","Embrace","70695:70745","0.333500","0"
"73","Embrace","70865:70915","0.361000","0"
"74","Embrace","72135:72215","0.387875","0"
"75","Embrace","73285:73315","0.211500","0"
"76","Embrace","74605:74645","0.305250","0"
"77","Embrace","74675:74715","0.214000","0"
"78","Embrace","75725:75755","0.137333","0"
"79","Embrace","75785:75835","0.574000","1"
"80","Embrace","77465:77645","0.576125","1"
"81","Embrace","77675:78015","0.635030","1"
"82","Embrace","78155:78185","0.338333","0"
"83","Embrace","78265:78375","0.303500","0"
"84","Embrace","78655:78725","0.328286","0"
"85","Embrace","78755:78795","0.128000","0"
"86","Embrace","79005:79085","0.486667","0"
"87","Embrace","79255:79295","0.510000","1"
"88","Embrace","79755:79835","0.143143","0"
"89","Embrace","79945:80075","0.724714","1"
"90","Embrace","80105:80245","0.581214","1"
"91","Embrace","80355:80515","0.749286","1"
"92","Embrace","80735:80825","0.411857","0"
"93","Embrace","80945:81005","0.418333","0"
"94","Embrace","82395:82445","0.328000","0"
"95","Embrace","82505:82565","0.527857","1"
"96","Embrace","82635:82685","0.477400","0"
"97","Embrace","82745:82805","0.322500","0"
"98","Embrace","83695:83725","0.517000","1"
"99","Embrace","84325:84405","0.466125","0"
"100","Embrace","84475:84525","0.278500","0"
"101","Embrace","84835:84905","0.593333","1"
"102","Embrace","85075:85105","0.221250","0"
"103","Embrace","85225:85255","0.315250","0"
"104","Embrace","86585:86635","0.464400","0"
"105","Embrace","86735:86905","0.534765","1"
"106","Embrace","88545:88595","0.522800","1"
"107","Embrace","89745:89785","0.465400","0"
"108","Embrace","89825:89975","0.474769","0"
"109","Embrace","90015:90055","0.611600","1"
"110","Embrace","90165:90195","0.276333","0"
"111","Embrace","90305:90405","0.416625","0"
"112","Embrace","90435:90475","0.218000","0"
"113","Embrace","91205:91265","0.670400","1"
"114","Embrace","91305:91385","0.397714","0"
"115","Embrace","91675:91735","0.346833","0"
"116","Embrace","91895:91925","0.139667","0"
"117","Embrace","92095:92135","0.394000","0"
"118","Embrace","92375:92425","0.186000","0"
"119","Embrace","92705:92795","0.290667","0"
"120","Embrace","92865:92895","0.395333","0"
"121","Embrace","93115:93225","0.383818","0"
"122","Embrace","93905:93965","0.284800","0"
"123","Embrace","94115:94175","0.380400","0"
"124","Embrace","95465:95495","0.152667","0"
"125","Embrace","96205:96275","0.624714","1"
"126","Embrace","96305:96335","0.655000","1"
"127","Embrace","96775:96835","0.507857","1"
"128","Embrace","98095:98165","0.266000","0"
"129","Embrace","98235:98285","0.240200","0"
"130","Embrace","98625:98655","0.151000","0"
"131","Embrace","100005:100075","0.834714","1"
"132","Embrace","100525:100555","0.358250","0"
"133","Embrace","100675:100715","0.276000","0"
"134","Embrace","101015:101085","0.408429","0"
"135","Embrace","101435:101485","0.239800","0"
"136","Embrace","101535:101585","0.269000","0"
"137","Embrace","101635:101685","0.125750","0"
"138","Embrace","101815:101855","0.161000","0"
"139","Embrace","102095:102125","0.194333","0"
"140","Embrace","102205:102315","0.536750","1"
"141","Embrace","103145:103255","0.299182","0"
"142","Embrace","103325:103395","0.217500","0"
"143","Embrace","103445:103515","0.189000","0"
"144","Embrace","104475:104515","0.149000","0"
"145","Embrace","105725:105755","0.162667","0"
"146","Embrace","111105:111225","0.630182","1"
"147","Embrace","111975:112055","0.445375","0"
"148","Embrace","115785:115875","0.647556","1"
"149","Embrace","116685:116765","0.511000","1"
"150","Embrace","121585:121615","0.132333","0"
"151","Embrace","121785:121815","0.642667","1"
"152","Embrace","122605:122635","0.300667","0"
"153","Embrace","122845:122885","0.279000","0"
"154","Embrace","123485:123515","0.466000","0"
"155","Embrace","123545:123585","0.466667","0"
"156","Embrace","127835:127915","0.349167","0"
"157","Embrace","130315:130355","0.283200","0"
"158","Embrace","131115:131155","0.146000","0"
"159","Embrace","132485:132515","0.331750","0"
"160","Embrace","133035:133065","0.407000","0"
"161","Embrace","133105:133135","0.462000","0"
"162","Embrace","134795:134945","0.570667","1"
"163","Embrace","134985:135135","0.387867","0"
"164","Embrace","135185:135305","0.545000","1"
"165","Embrace","135565:135595","0.271667","0"
"166","Embrace","135645:135725","0.471429","0"
"167","Embrace","135815:135845","0.793000","1"
"168","Embrace","135885:135935","0.489250","0"
"169","Embrace","136375:136405","0.259333","0"
"170","Embrace","136845:136935","0.268667","0"
"171","Embrace","137175:137205","0.506750","1"
"172","Embrace","137665:137695","0.394250","0"
"173","Embrace","139555:139615","0.416571","0"
