"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","115:165","0.583200","1"
"2","Embrace","265:785","0.635620","1"
"3","Embrace","925:955","0.217667","0"
"4","Embrace","985:2815","0.538780","1"
"5","Embrace","4355:4445","0.237444","0"
"6","Embrace","4735:4775","0.180800","0"
"7","Embrace","4805:4845","0.499400","0"
"8","Embrace","4915:5055","0.477769","0"
"9","Embrace","5125:5185","0.394571","0"
"10","Embrace","5285:6125","0.539237","1"
"11","Embrace","6155:6345","0.403111","0"
"12","Embrace","6415:6545","0.472429","0"
"13","Embrace","6575:6625","0.298667","0"
"14","Embrace","6745:6795","0.400667","0"
"15","Embrace","6835:6995","0.466400","0"
"16","Embrace","7385:7475","0.525375","1"
"17","Embrace","7625:7665","0.168000","0"
"18","Embrace","7715:7785","0.457571","0"
"19","Embrace","8035:8265","0.484810","0"
"20","Embrace","8435:8525","0.455100","0"
"21","Embrace","8565:8745","0.276294","0"
"22","Embrace","8835:9005","0.359588","0"
"23","Embrace","9865:9915","0.602800","1"
"24","Embrace","10355:10625","0.344391","0"
"25","Embrace","10725:10815","0.216667","0"
"26","Embrace","10845:10925","0.254286","0"
"27","Embrace","11335:11395","0.251500","0"
"28","Embrace","11455:11485","0.314750","0"
"29","Embrace","11705:11745","0.619600","1"
"30","Embrace","11915:12035","0.208200","0"
"31","Embrace","12085:12215","0.580455","1"
"32","Embrace","12325:12375","0.538000","1"
"33","Embrace","12475:12525","0.271200","0"
"34","Embrace","12765:12795","0.921667","1"
"35","Embrace","13135:13245","0.455111","0"
"36","Embrace","13385:13415","0.250333","0"
"37","Embrace","13755:13805","0.207500","0"
"38","Embrace","13895:13945","0.313200","0"
"39","Embrace","14185:14235","0.240600","0"
"40","Embrace","14345:14985","0.416705","0"
"41","Embrace","15015:15175","0.510563","1"
"42","Embrace","15205:16125","0.495441","0"
"43","Embrace","16235:16265","0.338500","0"
"44","Embrace","16295:17125","0.607695","1"
"45","Embrace","17275:17305","0.405000","0"
"46","Embrace","17365:17595","0.339750","0"
"47","Embrace","17635:17775","0.403600","0"
"48","Embrace","18175:18205","0.276667","0"
"49","Embrace","18275:18385","0.287500","0"
"50","Embrace","18675:18805","0.256154","0"
"51","Embrace","19055:19105","0.349500","0"
"52","Embrace","19135:19205","0.583000","1"
"53","Embrace","19455:19485","0.298750","0"
"54","Embrace","19525:19585","0.430143","0"
"55","Embrace","19655:19685","0.150500","0"
"56","Embrace","20215:20855","0.421295","0"
"57","Embrace","20885:20925","0.684500","1"
"58","Embrace","21155:21195","0.348250","0"
"59","Embrace","21305:21375","0.498875","0"
"60","Embrace","21475:21735","0.392308","0"
"61","Embrace","21845:22095","0.361261","0"
"62","Embrace","22495:22535","0.226500","0"
"63","Embrace","22775:22905","0.318667","0"
"64","Embrace","23825:23855","0.112333","0"
"65","Embrace","24045:24075","0.714000","1"
"66","Embrace","24845:24915","0.252143","0"
"67","Embrace","25445:25495","0.175400","0"
"68","Embrace","25545:25605","0.367143","0"
"69","Embrace","25685:25795","0.185700","0"
"70","Embrace","25835:25955","0.348077","0"
"71","Embrace","25985:26135","0.469364","0"
"72","Embrace","26255:27115","0.720157","1"
"73","Embrace","27145:27555","0.782690","1"
"74","Embrace","27685:28225","0.803481","1"
"75","Embrace","28265:28325","0.535571","1"
"76","Embrace","28415:28745","0.362677","0"
"77","Embrace","28815:28965","0.270000","0"
"78","Embrace","29045:29085","0.172500","0"
"79","Embrace","29115:29495","0.346939","0"
"80","Embrace","29535:29575","0.183000","0"
"81","Embrace","29625:29655","0.505250","1"
"82","Embrace","30585:30655","0.560833","1"
"83","Embrace","30715:30765","0.762000","1"
"84","Embrace","30795:30865","0.373500","0"
"85","Embrace","30895:30925","0.203000","0"
"86","Embrace","31525:31625","0.401222","0"
"87","Embrace","31655:31695","0.406800","0"
"88","Embrace","31765:31835","0.182143","0"
