"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","15:55","0.436250","0"
"2","Embrace","105:285","0.526118","1"
"3","Embrace","335:375","0.754400","1"
"4","Embrace","945:995","0.162750","0"
"5","Embrace","1025:1085","0.428167","0"
"6","Embrace","1415:1535","0.451273","0"
"7","Embrace","2415:2755","0.665882","1"
"8","Embrace","2785:3075","0.430700","0"
"9","Embrace","3135:3215","0.531125","1"
"10","Embrace","3255:3375","0.427833","0"
"11","Embrace","3515:3655","0.571214","1"
"12","Embrace","3715:3845","0.483571","0"
"13","Embrace","3925:4025","0.602100","1"
"14","Embrace","4125:4165","0.723800","1"
"15","Embrace","4275:4365","0.455700","0"
"16","Embrace","4395:4645","0.461800","0"
"17","Embrace","4825:4885","0.363500","0"
"18","Embrace","5495:5545","0.366250","0"
"19","Embrace","5585:5855","0.458885","0"
"20","Embrace","5885:5955","0.240167","0"
"21","Embrace","5995:6045","0.285500","0"
"22","Embrace","6605:6645","0.238000","0"
"23","Embrace","6685:6715","0.457667","0"
"24","Embrace","6955:7015","0.443000","0"
"25","Embrace","7115:7155","0.189600","0"
"26","Embrace","7345:7475","0.517643","1"
"27","Embrace","7585:7665","0.423778","0"
"28","Embrace","7795:7855","0.369000","0"
"29","Embrace","8185:8215","0.439750","0"
"30","Embrace","8285:8645","0.409567","0"
"31","Embrace","8675:8705","0.480333","0"
"32","Embrace","8795:8845","0.190400","0"
"33","Embrace","8885:8935","0.214400","0"
"34","Embrace","9005:9185","0.381937","0"
"35","Embrace","9215:9425","0.386684","0"
"36","Embrace","9475:9505","0.429500","0"
"37","Embrace","9535:9565","0.188333","0"
"38","Embrace","9665:9825","0.536875","1"
"39","Embrace","9865:9925","0.435000","0"
"40","Embrace","9995:10115","0.304000","0"
"41","Embrace","10155:10345","0.528500","1"
"42","Embrace","10505:10575","0.866286","1"
"43","Embrace","10665:10735","0.570571","1"
"44","Embrace","11185:11295","0.535500","1"
"45","Embrace","11335:11445","0.191600","0"
"46","Embrace","11475:11595","0.391083","0"
"47","Embrace","12275:12305","0.259333","0"
"48","Embrace","13005:13055","0.222400","0"
"49","Embrace","13365:13395","0.251000","0"
"50","Embrace","13855:13895","0.266600","0"
"51","Embrace","15265:15295","0.593667","1"
"52","Embrace","15785:15875","0.352200","0"
"53","Embrace","18085:18205","0.490500","0"
"54","Embrace","18695:18745","0.201600","0"
"55","Embrace","19025:19055","0.245000","0"
"56","Embrace","19145:19195","0.252750","0"
"57","Embrace","19745:19775","0.619333","1"
"58","Embrace","19805:19845","0.432000","0"
"59","Embrace","20525:20705","0.385556","0"
"60","Embrace","20745:20985","0.277958","0"
"61","Embrace","21215:21265","0.285200","0"
"62","Embrace","21295:21325","0.173250","0"
"63","Embrace","21355:21415","0.300600","0"
"64","Embrace","21675:21755","0.404571","0"
"65","Embrace","21955:21985","0.254667","0"
"66","Embrace","22405:23285","0.695444","1"
