"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","11045:11105","0.600000","1"
"2","Embrace","11145:11275","0.646571","1"
"3","Embrace","37045:37175","0.348538","0"
"4","Embrace","78985:79045","0.291800","0"
"1","CellToEar","1725:1755","0.251750","0"
"2","CellToEar","11135:11165","0.192500","0"
"3","CellToEar","36905:37295","0.558083","1"
"4","CellToEar","37355:37415","0.298714","0"
"5","CellToEar","40925:40995","0.426333","0"
"6","CellToEar","68265:68295","0.199667","0"
"7","CellToEar","86125:86165","0.236200","0"
"1","Pointing","30505:30645","0.703400","1"
"2","Pointing","36875:37425","0.440346","0"
"3","Pointing","40925:41005","0.480444","0"
"4","Pointing","68745:68815","0.744143","1"
"5","Pointing","68855:68885","0.359000","0"
"6","Pointing","69025:69065","0.355667","0"
"7","Pointing","79015:79045","0.412333","0"
"8","Pointing","79785:79845","0.329143","0"
"9","Pointing","80035:80095","0.529600","1"
"10","Pointing","80165:80195","0.835000","1"
