"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","5:45","0.288600","0"
"2","Embrace","855:885","0.193000","0"
"3","Embrace","3335:3385","0.468750","0"
"4","Embrace","7505:7535","0.325250","0"
"5","Embrace","7675:7765","0.508222","1"
"6","Embrace","8215:8245","0.288000","0"
"7","Embrace","8315:8355","0.354000","0"
"8","Embrace","8395:8435","0.584200","1"
"9","Embrace","8555:8595","0.441800","0"
"10","Embrace","8625:8655","0.430667","0"
"11","Embrace","8685:8725","0.302750","0"
"12","Embrace","8925:8965","0.587250","1"
"13","Embrace","11925:11955","0.410667","0"
"14","Embrace","19095:19155","0.274200","0"
"15","Embrace","26835:26885","0.338833","0"
"16","Embrace","29225:29305","0.848889","1"
"17","Embrace","29815:29845","0.170000","0"
"18","Embrace","29995:30025","0.300250","0"
"19","Embrace","30075:30115","0.375400","0"
"20","Embrace","30845:30875","0.217333","0"
"21","Embrace","31415:31465","0.526800","1"
"22","Embrace","31495:31565","0.269625","0"
"23","Embrace","32825:32915","0.401111","0"
"24","Embrace","34845:34905","0.153500","0"
"25","Embrace","37375:37415","0.363667","0"
"26","Embrace","41275:41315","0.374250","0"
"27","Embrace","43905:43935","0.211000","0"
"28","Embrace","47875:47925","0.347800","0"
"29","Embrace","48045:48135","0.579429","1"
"30","Embrace","49825:49925","0.492727","0"
"31","Embrace","50105:50145","0.169250","0"
"32","Embrace","51295:51325","0.330333","0"
"33","Embrace","51665:53055","0.686773","1"
"34","Embrace","53125:53295","0.622438","1"
"35","Embrace","53325:53515","0.527526","1"
"36","Embrace","53545:53655","0.592273","1"
"37","Embrace","53685:54925","0.724628","1"
"38","Embrace","54975:55045","0.684750","1"
"39","Embrace","55075:55175","0.830700","1"
"40","Embrace","55215:55295","0.286375","0"
"41","Embrace","55325:56045","0.499159","0"
"42","Embrace","56085:56145","0.457800","0"
"43","Embrace","56185:56245","0.458286","0"
"44","Embrace","56285:56345","0.569500","1"
"45","Embrace","56375:56705","0.836485","1"
"46","Embrace","62755:62785","0.133667","0"
"47","Embrace","65835:65915","0.669875","1"
"48","Embrace","66055:66095","0.266750","0"
"49","Embrace","66235:66485","0.679958","1"
"50","Embrace","66575:66675","0.537111","1"
"51","Embrace","66715:66745","0.482000","0"
"52","Embrace","66965:67105","0.419000","0"
"53","Embrace","67135:67185","0.271000","0"
"54","Embrace","67215:67245","0.382333","0"
"55","Embrace","67285:67345","0.184000","0"
"56","Embrace","68095:68125","0.240000","0"
"57","Embrace","68365:68395","0.520500","1"
"58","Embrace","68545:68575","0.383333","0"
"59","Embrace","68685:68785","0.337375","0"
"60","Embrace","69015:69045","0.224750","0"
"61","Embrace","69145:69175","0.401000","0"
"62","Embrace","69645:69695","0.406200","0"
"63","Embrace","69765:70065","0.425464","0"
"64","Embrace","70095:70165","0.455875","0"
"65","Embrace","73775:73915","0.514692","1"
"66","Embrace","76925:76965","0.490750","0"
"67","Embrace","77005:77125","0.466400","0"
"68","Embrace","80665:80695","0.353500","0"
"69","Embrace","81565:81605","0.228667","0"
"70","Embrace","84895:84935","0.312200","0"
"71","Embrace","84975:85015","0.259750","0"
"72","Embrace","87045:87085","0.659400","1"
"73","Embrace","88395:88445","0.529833","1"
"74","Embrace","89375:89405","0.328667","0"
"75","Embrace","94435:94495","0.252400","0"
"76","Embrace","95405:95445","0.240250","0"
"77","Embrace","96445:96475","0.502250","1"
"78","Embrace","98815:98865","0.423400","0"
"79","Embrace","100255:100285","0.293333","0"
"80","Embrace","102215:102265","0.359200","0"
"81","Embrace","102345:102405","0.390143","0"
"82","Embrace","102555:102585","0.576500","1"
"83","Embrace","102715:102755","0.294400","0"
"84","Embrace","102795:103015","0.439905","0"
"85","Embrace","103075:103365","0.580385","1"
"86","Embrace","103395:103515","0.632182","1"
"87","Embrace","104025:104055","0.131333","0"
"88","Embrace","105005:105065","0.386000","0"
"89","Embrace","108635:108665","0.305333","0"
"90","Embrace","109395:109435","0.281600","0"
"91","Embrace","110225:110275","0.265600","0"
"92","Embrace","110575:110645","0.426000","0"
"93","Embrace","110675:110765","0.573375","1"
"94","Embrace","110805:110845","0.399250","0"
"95","Embrace","110875:110935","0.227750","0"
"96","Embrace","110975:111015","0.285000","0"
"97","Embrace","111095:111165","0.414333","0"
"98","Embrace","111205:111235","0.346250","0"
"99","Embrace","111485:111535","0.346800","0"
"100","Embrace","112555:112595","0.548400","1"
"101","Embrace","112785:112815","0.234750","0"
"102","Embrace","112915:112945","0.344000","0"
"103","Embrace","113095:113205","0.487000","0"
"104","Embrace","114415:114455","0.720667","1"
"105","Embrace","114595:114645","0.368500","0"
"106","Embrace","114705:114735","0.342500","0"
