"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","1095:1495","0.488727","0"
"2","Embrace","2565:2765","0.680944","1"
"3","Embrace","6545:6695","0.289857","0"
"4","Embrace","6595:6695","0.210143","0"
"5","Embrace","6815:8525","0.311766","0"
"6","Embrace","6955:8525","0.345262","0"
"7","Embrace","7115:8525","0.344698","0"
"8","Embrace","7305:8525","0.411471","0"
"9","Embrace","7535:8525","0.397333","0"
"10","Embrace","7665:8525","0.376000","0"
"11","Embrace","7755:8525","0.420690","0"
"12","Embrace","8115:8525","0.246273","0"
"13","Embrace","13565:13875","0.260750","0"
"14","Embrace","13615:13875","0.219571","0"
"15","Embrace","19695:19785","0.141500","0"
"16","Embrace","21995:22395","0.245400","0"
"17","Embrace","22185:22455","0.557250","1"
"18","Embrace","22225:22455","0.394308","0"
"19","Embrace","22355:22455","0.496333","0"
"20","Embrace","22575:22805","0.393857","0"
"21","Embrace","22795:24005","0.399647","0"
"22","Embrace","22995:24005","0.365860","0"
"23","Embrace","23495:24005","0.287200","0"
"24","Embrace","23535:24005","0.281154","0"
"25","Embrace","23695:24005","0.298421","0"
"26","Embrace","23735:24005","0.412895","0"
"27","Embrace","25335:25405","0.312667","0"
"28","Embrace","26015:27675","0.447771","0"
"29","Embrace","26215:27675","0.437327","0"
"30","Embrace","26325:27675","0.438968","0"
"31","Embrace","26475:27675","0.428024","0"
"32","Embrace","26595:27675","0.414962","0"
"33","Embrace","26745:27675","0.313426","0"
"34","Embrace","27595:27675","0.343400","0"
"35","Embrace","28375:28495","0.109833","0"
"36","Embrace","28805:30035","0.412250","0"
"37","Embrace","28895:30035","0.391623","0"
"38","Embrace","31365:31435","0.216000","0"
"39","Embrace","32635:32905","0.320300","0"
"40","Embrace","32815:32905","0.319667","0"
"41","Embrace","36705:36765","0.117500","0"
"42","Embrace","39965:40035","0.142000","0"
"43","Embrace","42435:42605","0.539250","1"
"44","Embrace","42525:42605","0.426750","0"
"45","Embrace","44815:44995","0.306750","0"
"46","Embrace","45835:45875","0.323667","0"
"47","Embrace","46355:46505","0.545400","1"
"48","Embrace","46415:46645","0.425083","0"
"49","Embrace","50205:50555","0.363111","0"
"50","Embrace","51455:51595","0.146250","0"
"51","Embrace","51895:51935","0.093250","0"
"52","Embrace","52835:53125","0.293688","0"
"53","Embrace","53785:53955","0.317714","0"
"54","Embrace","53935:54265","0.297571","0"
"55","Embrace","54975:55045","0.223000","0"
"56","Embrace","57965:58635","0.282030","0"
"57","Embrace","58075:58635","0.302687","0"
"58","Embrace","58385:58635","0.428727","0"
"59","Embrace","58555:58865","0.262333","0"
"60","Embrace","58995:59125","0.300429","0"
"61","Embrace","61585:61645","0.172500","0"
"62","Embrace","70685:70935","0.084333","0"
"63","Embrace","71545:71635","0.152000","0"
"64","Embrace","71935:72375","0.260778","0"
"65","Embrace","71985:72375","0.200900","0"
"66","Embrace","72115:72375","0.400143","0"
"67","Embrace","72685:72965","0.403353","0"
"68","Embrace","72775:72965","0.407100","0"
"69","Embrace","74095:75685","0.283773","0"
"70","Embrace","74185:75685","0.273390","0"
"71","Embrace","74275:75685","0.258054","0"
"72","Embrace","74395:75685","0.394000","0"
"73","Embrace","74715:75685","0.290412","0"
"74","Embrace","74815:75685","0.281516","0"
"75","Embrace","74855:75685","0.285000","0"
"76","Embrace","74895:75685","0.287000","0"
"77","Embrace","74955:75685","0.271370","0"
"78","Embrace","75155:75685","0.269500","0"
"79","Embrace","75235:75685","0.324647","0"
"80","Embrace","75355:75685","0.311000","0"
"81","Embrace","75455:75685","0.255667","0"
"82","Embrace","75495:75685","0.319571","0"
"83","Embrace","75805:76125","0.371583","0"
"84","Embrace","76315:77145","0.386113","0"
"85","Embrace","76435:77145","0.363830","0"
"86","Embrace","76535:77145","0.336907","0"
"87","Embrace","76675:77145","0.340000","0"
"88","Embrace","77045:77325","0.304667","0"
"89","Embrace","77085:77325","0.379875","0"
"90","Embrace","77155:77325","0.316333","0"
"91","Embrace","77205:77325","0.335200","0"
"92","Embrace","77445:77835","0.288350","0"
"93","Embrace","77525:77835","0.254467","0"
"94","Embrace","77605:77835","0.384000","0"
"95","Embrace","77695:77835","0.317083","0"
"96","Embrace","78835:79125","0.435000","0"
"97","Embrace","78925:79125","0.365833","0"
"98","Embrace","79665:80105","0.350481","0"
"99","Embrace","79815:80105","0.357000","0"
"100","Embrace","79915:80105","0.411083","0"
"101","Embrace","80505:80555","0.276333","0"
"102","Embrace","80925:82645","0.631642","1"
"103","Embrace","81145:82645","0.516277","1"
"104","Embrace","81495:82645","0.421354","0"
"105","Embrace","81685:82645","0.414156","0"
"106","Embrace","81825:82645","0.319160","0"
"107","Embrace","82355:82645","0.221667","0"
"108","Embrace","82575:82645","0.397667","0"
"109","Embrace","82855:82925","0.265667","0"
"110","Embrace","83645:84955","0.372461","0"
"111","Embrace","83855:84955","0.394234","0"
"112","Embrace","84155:84955","0.179069","0"
"113","Embrace","84225:84955","0.182852","0"
"114","Embrace","84345:84955","0.217792","0"
"115","Embrace","84445:84955","0.183136","0"
"116","Embrace","84635:84955","0.206900","0"
"117","Embrace","84695:84955","0.218091","0"
"118","Embrace","85245:86505","0.243382","0"
"119","Embrace","85475:86505","0.277727","0"
"120","Embrace","85545:86505","0.295605","0"
"121","Embrace","85695:86505","0.237176","0"
"122","Embrace","85765:86505","0.215853","0"
"123","Embrace","86525:86915","0.354286","0"
"124","Embrace","86625:86915","0.401364","0"
"125","Embrace","86705:87255","0.185542","0"
"126","Embrace","86815:87255","0.254174","0"
"127","Embrace","87105:87255","0.133500","0"
"128","Embrace","87775:88125","0.538769","1"
"129","Embrace","87885:88125","0.543000","1"
"130","Embrace","87975:88125","0.551333","1"
"131","Embrace","90845:91005","0.250875","0"
"132","Embrace","91715:92055","0.225909","0"
"133","Embrace","93175:93425","0.325538","0"
"134","Embrace","93215:93425","0.402267","0"
"135","Embrace","95245:96695","0.426767","0"
"136","Embrace","95615:96695","0.420526","0"
"137","Embrace","95705:96695","0.428986","0"
"138","Embrace","95755:96775","0.437107","0"
"139","Embrace","95945:96775","0.427935","0"
"140","Embrace","95995:96775","0.436622","0"
"141","Embrace","96125:96775","0.425974","0"
"142","Embrace","96215:96775","0.473441","0"
"143","Embrace","96265:96775","0.386906","0"
"144","Embrace","97275:97595","0.457636","0"
"145","Embrace","97445:97595","0.656333","1"
"146","Embrace","98335:98775","0.489958","0"
"147","Embrace","99295:99665","0.363733","0"
"148","Embrace","100125:100235","0.224000","0"
"149","Embrace","101155:101535","0.570433","1"
"150","Embrace","101225:101535","0.351875","0"
"151","Embrace","102555:103065","0.357781","0"
"152","Embrace","102625:103065","0.281192","0"
"153","Embrace","102735:103065","0.320300","0"
"154","Embrace","103335:103435","0.285000","0"
"155","Embrace","116345:116685","0.237526","0"
"156","Embrace","116635:116885","0.218500","0"
"157","Embrace","116995:117075","0.419375","0"
"158","Embrace","122585:123025","0.368353","0"
"159","Embrace","122675:123025","0.395750","0"
"160","Embrace","123115:123255","0.385143","0"
"161","Embrace","123725:123775","0.336333","0"
"162","Embrace","123945:124115","0.509750","1"
"163","Embrace","124305:124545","0.242182","0"
"164","Embrace","124345:124545","0.247600","0"
"165","Embrace","124455:124545","0.300333","0"
"166","Embrace","124645:125265","0.311865","0"
"167","Embrace","124765:125265","0.275100","0"
"168","Embrace","126595:126695","0.241667","0"
"169","Embrace","130185:130245","0.300000","0"
"170","Embrace","131005:132845","0.414941","0"
"171","Embrace","131075:132845","0.411709","0"
"172","Embrace","131145:132845","0.409121","0"
"173","Embrace","131595:132845","0.322453","0"
"174","Embrace","131675:132845","0.332569","0"
"175","Embrace","131735:132845","0.347630","0"
"176","Embrace","131805:132845","0.331558","0"
"177","Embrace","131845:132845","0.312213","0"
"178","Embrace","132135:132845","0.300687","0"
"179","Embrace","132345:132845","0.136235","0"
"180","Embrace","132955:133115","0.158571","0"
"181","Embrace","133075:133115","0.197333","0"
"182","Embrace","134715:134805","0.125000","0"
"183","Embrace","134915:135035","0.323500","0"
"184","Embrace","134965:135035","0.947000","1"
"185","Embrace","135825:135925","0.160333","0"
"186","Embrace","137935:138085","0.241091","0"
"187","Embrace","138745:139035","0.148412","0"
"188","Embrace","143285:143395","0.362111","0"
"189","Embrace","144485:145005","0.262682","0"
"190","Embrace","146095:147765","0.350530","0"
"191","Embrace","147655:148435","0.402510","0"
"192","Embrace","149015:149705","0.279133","0"
"193","Embrace","150325:150615","0.195625","0"
"194","Embrace","150365:150615","0.217222","0"
"195","Embrace","150445:150615","0.287714","0"
"196","Embrace","151255:151745","0.290958","0"
"197","Embrace","151775:151835","0.317800","0"
"198","Embrace","153365:153865","0.488292","0"
"199","Embrace","153505:153865","0.367385","0"
"200","Embrace","154115:154165","0.422000","0"
"201","Embrace","154955:155195","0.365545","0"
"202","Embrace","155715:156045","0.334100","0"
"203","Embrace","155845:156045","0.354429","0"
"204","Embrace","155935:156045","0.120250","0"
"205","Embrace","156535:156655","0.108286","0"
"206","Embrace","156805:157255","0.358100","0"
"207","Embrace","156905:157255","0.356962","0"
"208","Embrace","157125:157255","0.378000","0"
