"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","15:205","0.497375","0"
"2","Embrace","245:315","0.349571","0"
"3","Embrace","455:625","0.384000","0"
"4","Embrace","705:1625","0.416079","0"
"5","Embrace","1655:1945","0.592679","1"
"6","Embrace","1975:2465","0.300558","0"
"7","Embrace","2615:2705","0.193000","0"
"8","Embrace","3095:3215","0.431667","0"
"9","Embrace","3295:3345","0.307000","0"
"10","Embrace","3475:3525","0.275200","0"
"11","Embrace","3775:3915","0.287154","0"
"12","Embrace","3955:3985","0.413667","0"
"13","Embrace","4025:4135","0.400417","0"
"14","Embrace","4215:4265","0.304600","0"
"15","Embrace","4305:4355","0.394333","0"
"16","Embrace","4395:4525","0.443333","0"
"17","Embrace","4555:4715","0.619750","1"
"18","Embrace","4765:4825","0.333167","0"
"19","Embrace","4865:4945","0.645857","1"
"20","Embrace","4995:5395","0.598868","1"
"21","Embrace","5445:5505","0.519000","1"
"22","Embrace","5555:5605","0.836400","1"
"23","Embrace","6115:6295","0.682176","1"
"24","Embrace","6725:6775","0.299200","0"
"25","Embrace","6815:6875","0.397571","0"
"26","Embrace","6935:6965","0.325500","0"
"27","Embrace","6995:7035","0.406400","0"
"28","Embrace","7065:7495","0.483595","0"
"29","Embrace","7525:7665","0.482500","0"
"30","Embrace","7705:7735","0.594333","1"
"31","Embrace","7945:8065","0.581200","1"
"32","Embrace","8145:8205","0.391600","0"
"33","Embrace","8255:8295","0.522600","1"
"34","Embrace","8355:8465","0.700455","1"
"35","Embrace","8565:8595","0.558000","1"
"36","Embrace","8625:8785","0.763824","1"
"37","Embrace","8835:9935","0.517349","1"
"38","Embrace","10095:10145","0.416800","0"
"39","Embrace","10175:10565","0.602778","1"
"40","Embrace","10605:11435","0.564841","1"
"41","Embrace","11825:11905","0.704556","1"
"42","Embrace","12325:12365","0.497750","0"
"43","Embrace","12855:12895","0.288800","0"
"44","Embrace","13605:13655","0.221750","0"
"45","Embrace","14305:14335","0.361000","0"
"46","Embrace","14455:14495","0.354000","0"
"47","Embrace","14585:14615","0.432333","0"
"48","Embrace","14645:14765","0.376462","0"
"49","Embrace","14875:14935","0.372167","0"
"50","Embrace","15115:15175","0.531200","1"
"51","Embrace","15315:15395","0.558750","1"
"52","Embrace","15425:15455","0.608750","1"
"53","Embrace","15525:15585","0.163000","0"
"54","Embrace","15625:15705","0.360000","0"
"55","Embrace","15745:15775","0.568250","1"
"56","Embrace","15805:15915","0.247333","0"
"57","Embrace","15995:16255","0.521375","1"
"58","Embrace","16445:16505","0.384286","0"
"59","Embrace","16535:16605","0.439429","0"
"60","Embrace","16665:16715","0.282333","0"
"61","Embrace","16765:16805","0.384500","0"
"62","Embrace","16935:17045","0.222100","0"
"63","Embrace","17085:17135","0.180400","0"
"64","Embrace","18125:18165","0.256000","0"
"65","Embrace","18195:18585","0.268333","0"
"66","Embrace","18685:18725","0.174250","0"
"67","Embrace","19005:19035","0.288667","0"
"68","Embrace","19095:19235","0.327750","0"
"69","Embrace","19265:19295","0.136250","0"
"70","Embrace","19365:19425","0.550500","1"
"71","Embrace","19455:19595","0.240308","0"
"72","Embrace","19645:19935","0.534148","1"
"73","Embrace","19985:20235","0.259318","0"
"74","Embrace","20315:20365","0.308800","0"
"75","Embrace","20395:20425","0.435250","0"
"76","Embrace","20505:20685","0.230176","0"
"77","Embrace","20715:20865","0.328071","0"
"78","Embrace","21035:21095","0.387600","0"
"79","Embrace","21175:21215","0.249800","0"
"80","Embrace","21275:21335","0.150833","0"
"81","Embrace","21375:21415","0.147250","0"
"82","Embrace","21485:21565","0.451667","0"
"83","Embrace","21835:21885","0.473800","0"
"84","Embrace","21915:21995","0.428250","0"
"85","Embrace","22115:22685","0.569509","1"
"86","Embrace","23285:23775","0.395341","0"
"87","Embrace","23805:23835","0.231500","0"
"88","Embrace","23885:24265","0.414167","0"
"89","Embrace","24315:24345","0.207000","0"
"90","Embrace","24615:24695","0.402143","0"
"91","Embrace","24905:25045","0.423500","0"
"92","Embrace","25135:25185","0.243400","0"
"93","Embrace","25245:25285","0.353333","0"
"94","Embrace","25655:25765","0.551700","1"
"95","Embrace","25825:26455","0.418206","0"
"96","Embrace","26565:26845","0.756074","1"
"97","Embrace","27895:27985","0.388714","0"
"98","Embrace","28225:28265","0.781800","1"
"99","Embrace","28405:28685","0.823552","1"
"100","Embrace","28785:28875","0.493875","0"
"101","Embrace","28925:29005","0.268714","0"
"102","Embrace","29075:29175","0.332111","0"
"103","Embrace","29535:30025","0.415083","0"
"104","Embrace","30145:30305","0.240667","0"
"105","Embrace","30655:30685","0.381667","0"
"106","Embrace","30755:30795","0.148750","0"
"107","Embrace","31025:31775","0.575000","1"
"108","Embrace","31845:33085","0.715220","1"
"109","Embrace","33115:33185","0.575429","1"
"110","Embrace","33215:33575","0.666794","1"
"111","Embrace","33605:33635","0.349000","0"
"112","Embrace","33805:33865","0.367500","0"
"113","Embrace","33895:33935","0.325750","0"
"114","Embrace","34085:34115","0.630750","1"
"115","Embrace","34235:34275","0.392200","0"
"116","Embrace","34445:34475","0.511667","1"
"117","Embrace","34515:34655","0.238667","0"
"118","Embrace","35405:35605","0.600947","1"
"119","Embrace","35675:35735","0.431429","0"
"120","Embrace","35775:39025","0.417768","0"
"121","Embrace","39685:39745","0.338000","0"
"122","Embrace","40195:40315","0.618385","1"
"123","Embrace","40345:40555","0.480947","0"
"124","Embrace","40635:40715","0.572750","1"
"125","Embrace","41255:41295","0.559750","1"
"126","Embrace","42225:42285","0.426714","0"
"127","Embrace","42415:42445","0.137667","0"
"128","Embrace","42535:42585","0.579333","1"
"129","Embrace","42715:42765","0.251250","0"
"130","Embrace","42835:42865","0.386000","0"
"131","Embrace","42915:43035","0.463091","0"
"132","Embrace","43265:43295","0.500750","1"
"133","Embrace","43325:43355","0.343667","0"
"134","Embrace","44925:45015","0.551875","1"
"135","Embrace","45145:45345","0.349500","0"
"136","Embrace","46075:46155","0.523375","1"
"137","Embrace","46355:46425","0.287857","0"
"138","Embrace","46835:47415","0.487111","0"
"139","Embrace","47715:47745","0.520000","1"
"140","Embrace","48895:49005","0.906364","1"
"141","Embrace","49445:49515","0.375400","0"
"142","Embrace","49545:49615","0.546400","1"
"143","Embrace","49645:49775","0.306909","0"
"144","Embrace","50105:50205","0.509556","1"
"145","Embrace","50505:50535","0.161667","0"
"146","Embrace","50585:50615","0.127000","0"
"147","Embrace","50675:50715","0.181750","0"
"148","Embrace","50765:50805","0.156000","0"
"149","Embrace","50845:50875","0.341500","0"
"150","Embrace","51435:51475","0.163200","0"
"151","Embrace","51935:52065","0.438154","0"
"152","Embrace","52205:52265","0.283000","0"
"153","Embrace","52715:52745","0.410667","0"
"154","Embrace","52775:55235","0.553629","1"
"155","Embrace","55265:56485","0.491845","0"
"156","Embrace","56655:56705","0.341500","0"
"157","Embrace","56805:56905","0.455400","0"
"158","Embrace","56935:57045","0.385100","0"
"159","Embrace","57105:57165","0.551667","1"
"160","Embrace","57245:57275","0.264000","0"
"161","Embrace","57615:57735","0.270583","0"
"162","Embrace","57825:57855","0.222000","0"
"163","Embrace","57945:57975","0.435333","0"
"164","Embrace","58105:58135","0.402000","0"
"165","Embrace","58335:58455","0.605000","1"
"166","Embrace","58975:59005","0.582500","1"
"167","Embrace","59285:59365","0.502714","1"
"168","Embrace","59875:59915","0.580667","1"
"169","Embrace","60035:60065","0.337667","0"
"170","Embrace","60285:60435","0.459067","0"
"171","Embrace","60545:60575","0.251667","0"
"172","Embrace","60605:60725","0.274182","0"
"173","Embrace","60755:60975","0.399950","0"
"174","Embrace","61135:61205","0.368750","0"
"175","Embrace","61335:61545","0.359650","0"
"176","Embrace","61605:61655","0.350600","0"
"177","Embrace","61715:61765","0.460500","0"
"178","Embrace","61815:62595","0.513397","1"
"179","Embrace","62625:62665","0.538000","1"
"180","Embrace","63175:63335","0.305583","0"
"181","Embrace","63405:63435","0.493500","0"
"182","Embrace","63515:63585","0.720857","1"
"183","Embrace","63645:63745","0.218556","0"
"184","Embrace","63775:64335","0.327500","0"
"185","Embrace","64425:64595","0.402529","0"
"186","Embrace","64695:64735","0.212333","0"
"187","Embrace","64845:64965","0.505818","1"
"188","Embrace","65195:65385","0.654438","1"
"189","Embrace","65505:65555","0.719200","1"
"190","Embrace","65775:66155","0.527541","1"
"191","Embrace","66255:66315","0.217400","0"
"192","Embrace","66345:66405","0.532571","1"
"193","Embrace","66525:66575","0.279600","0"
"194","Embrace","66685:66855","0.344813","0"
"195","Embrace","67085:67115","0.263250","0"
"196","Embrace","67235:67305","0.299500","0"
"197","Embrace","67775:67805","0.702333","1"
"198","Embrace","68195:68245","0.295833","0"
"199","Embrace","68305:68845","0.564389","1"
"200","Embrace","68905:68955","0.558667","1"
"201","Embrace","69295:69465","0.405278","0"
"202","Embrace","69825:69935","0.505444","1"
"203","Embrace","71545:71605","0.459857","0"
"204","Embrace","71645:72155","0.450460","0"
"205","Embrace","72285:72315","0.478500","0"
