"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","5:35","0.278333","0"
"2","Embrace","165:245","0.298000","0"
"3","Embrace","275:325","0.420000","0"
"4","Embrace","445:535","0.379143","0"
"5","Embrace","605:675","0.498600","0"
"6","Embrace","725:815","0.442667","0"
"7","Embrace","845:875","0.327000","0"
"8","Embrace","905:1055","0.587000","1"
"9","Embrace","1525:1965","0.349651","0"
"10","Embrace","2085:2375","0.584750","1"
"11","Embrace","2505:2645","0.611000","1"
"12","Embrace","2745:2835","0.339333","0"
"13","Embrace","3415:3475","0.573833","1"
"14","Embrace","3565:3725","0.472714","0"
"15","Embrace","4205:4315","0.445917","0"
"16","Embrace","4415:4625","0.362941","0"
"17","Embrace","4655:4825","0.317125","0"
"18","Embrace","4875:4915","0.497500","0"
"19","Embrace","5025:5075","0.216800","0"
"20","Embrace","5105:5165","0.353800","0"
"21","Embrace","5255:5895","0.451226","0"
"22","Embrace","5935:5995","0.388714","0"
"23","Embrace","6055:6165","0.597364","1"
"24","Embrace","6415:6505","0.523444","1"
"25","Embrace","7445:7565","0.813462","1"
"26","Embrace","8025:8055","0.568000","1"
"27","Embrace","8785:8815","0.558667","1"
"28","Embrace","11015:11045","0.583667","1"
"29","Embrace","11125:11215","0.355250","0"
"30","Embrace","11745:11795","0.546200","1"
"31","Embrace","11855:11895","0.491000","0"
"32","Embrace","12275:12315","0.455600","0"
"33","Embrace","12615:12685","0.364571","0"
"34","Embrace","12765:12795","0.369250","0"
"35","Embrace","12825:12865","0.379800","0"
"36","Embrace","12895:13065","0.467889","0"
"37","Embrace","13095:13145","0.459667","0"
"38","Embrace","13175:13275","0.581300","1"
"39","Embrace","13315:13395","0.327714","0"
"40","Embrace","13425:13475","0.568400","1"
"41","Embrace","13575:13685","0.433500","0"
"42","Embrace","13985:14015","0.362333","0"
"43","Embrace","15275:15385","0.493818","0"
"44","Embrace","15495:15595","0.619500","1"
"45","Embrace","15655:15685","0.385000","0"
"46","Embrace","15825:15885","0.622000","1"
"47","Embrace","16485:16955","0.396114","0"
"48","Embrace","17005:17085","0.344167","0"
"49","Embrace","17175:17225","0.352250","0"
"50","Embrace","17325:17355","0.394500","0"
"51","Embrace","17425:17515","0.588000","1"
"52","Embrace","18295:18335","0.394000","0"
"53","Embrace","18375:18445","0.415286","0"
"54","Embrace","18675:18725","0.734333","1"
"55","Embrace","19045:19145","0.265556","0"
"56","Embrace","19815:19885","0.883625","1"
"57","Embrace","20435:20495","0.580833","1"
"58","Embrace","20555:20595","0.237000","0"
"59","Embrace","21205:21435","0.517348","1"
"60","Embrace","21485:21535","0.306500","0"
"61","Embrace","21825:21985","0.551312","1"
"62","Embrace","22195:22265","0.553000","1"
"63","Embrace","22335:22465","0.345538","0"
"64","Embrace","23645:23735","0.354111","0"
"65","Embrace","23835:24005","0.424857","0"
"66","Embrace","24155:24185","0.569667","1"
"67","Embrace","24215:24305","0.274375","0"
"68","Embrace","24335:24565","0.469619","0"
"69","Embrace","24725:24775","0.375800","0"
"70","Embrace","24945:24975","0.625000","1"
"71","Embrace","25175:25215","0.708000","1"
"72","Embrace","25725:25965","0.563333","1"
"73","Embrace","25995:26045","0.404000","0"
"74","Embrace","26075:26195","0.372636","0"
"75","Embrace","26265:27185","0.507011","1"
"76","Embrace","27215:27245","0.633000","1"
