"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","3645:3695","0.182000","0"
"2","Embrace","6205:6235","0.215000","0"
"3","Embrace","10855:10975","0.479667","0"
"4","Embrace","12785:12815","0.299667","0"
"5","Embrace","16375:16415","0.293250","0"
"6","Embrace","16525:16555","0.327000","0"
"7","Embrace","17115:17165","0.511400","1"
"8","Embrace","17235:17385","0.612214","1"
"9","Embrace","17575:17755","0.328000","0"
"10","Embrace","18385:18425","0.396600","0"
"11","Embrace","18665:18815","0.377769","0"
"12","Embrace","18855:18905","0.386000","0"
"13","Embrace","20735:20765","0.150000","0"
"14","Embrace","23645:23705","0.569333","1"
"15","Embrace","23985:24195","0.530389","1"
"16","Embrace","24225:24325","0.684818","1"
"17","Embrace","24415:24465","0.463167","0"
"18","Embrace","24495:24965","0.599386","1"
"19","Embrace","25285:25315","0.322750","0"
"20","Embrace","25375:25405","0.214667","0"
"21","Embrace","25555:25605","0.336600","0"
"22","Embrace","27495:27525","0.529500","1"
"23","Embrace","28025:28055","0.275750","0"
"24","Embrace","28175:28205","0.158667","0"
"25","Embrace","33055:33085","0.184000","0"
"26","Embrace","33115:33145","0.353333","0"
"27","Embrace","33205:33245","0.237000","0"
"28","Embrace","33295:33355","0.467286","0"
"29","Embrace","33465:33605","0.253846","0"
"30","Embrace","36895:36945","0.279750","0"
"31","Embrace","38255:38305","0.220800","0"
"32","Embrace","44045:44105","0.334600","0"
"33","Embrace","47785:47815","0.126333","0"
"34","Embrace","47995:48025","0.416667","0"
"35","Embrace","48165:48225","0.264250","0"
"36","Embrace","48535:48715","0.591600","1"
"37","Embrace","51065:51105","0.221000","0"
"38","Embrace","54475:54525","0.679500","1"
"39","Embrace","55505:55545","0.137250","0"
"40","Embrace","55805:55835","0.410250","0"
"41","Embrace","56255:56345","0.352111","0"
"42","Embrace","56535:56565","0.112333","0"
"43","Embrace","57065:57195","0.285917","0"
"44","Embrace","63615:63645","0.457667","0"
"45","Embrace","63725:63775","0.472000","0"
"46","Embrace","69505:69615","0.162875","0"
"47","Embrace","70405:70465","0.269600","0"
"48","Embrace","73325:73355","0.272250","0"
"49","Embrace","76865:76945","0.211333","0"
"50","Embrace","78275:78305","0.590250","1"
"51","Embrace","97275:97315","0.453000","0"
"52","Embrace","106925:107005","0.545125","1"
"53","Embrace","109395:109435","0.389000","0"
"54","Embrace","113225:113265","0.620200","1"
"55","Embrace","116605:116635","0.375000","0"
"56","Embrace","118875:118915","0.149667","0"
"57","Embrace","119525:119555","0.338750","0"
"58","Embrace","119725:119775","0.413000","0"
"59","Embrace","122275:122305","0.186000","0"
"60","Embrace","122515:122545","0.384333","0"
"61","Embrace","122875:122905","0.508333","1"
"62","Embrace","122965:122995","0.532000","1"
"63","Embrace","124035:124065","0.170667","0"
"64","Embrace","124155:124205","0.238800","0"
"65","Embrace","124265:124295","0.440000","0"
"66","Embrace","124325:124365","0.186750","0"
"67","Embrace","124715:124765","0.469000","0"
"68","Embrace","124805:124845","0.387667","0"
"69","Embrace","125115:125195","0.230000","0"
"70","Embrace","125375:125555","0.434286","0"
"71","Embrace","125775:125825","0.211500","0"
"72","Embrace","127915:127945","0.153000","0"
"73","Embrace","129065:129305","0.662800","1"
"74","Embrace","129335:129385","0.362200","0"
"75","Embrace","129465:129695","0.355857","0"
"76","Embrace","129735:129805","0.279667","0"
"77","Embrace","129995:130055","0.283833","0"
"78","Embrace","130085:130155","0.159143","0"
"79","Embrace","131175:131215","0.375250","0"
"80","Embrace","131355:131395","0.397500","0"
"81","Embrace","133465:133515","0.225000","0"
"82","Embrace","133545:133575","0.160000","0"
"83","Embrace","133625:133655","0.129667","0"
"84","Embrace","133835:133875","0.177200","0"
"85","Embrace","134515:134565","0.773800","1"
"86","Embrace","135475:135535","0.526667","1"
"87","Embrace","135645:135675","0.499333","0"
"88","Embrace","135845:135905","0.287400","0"
"89","Embrace","140055:140105","0.789667","1"
"90","Embrace","143315:143345","0.444667","0"
"91","Embrace","144215:144265","0.506600","1"
"92","Embrace","145695:145735","0.177333","0"
"93","Embrace","153395:153495","0.552455","1"
"94","Embrace","154645:154705","0.333667","0"
"95","Embrace","156875:156915","0.578400","1"
"96","Embrace","160845:160895","0.290600","0"
"97","Embrace","166675:166785","0.693700","1"
"98","Embrace","168575:168615","0.177500","0"
"99","Embrace","168645:168685","0.166333","0"
"100","Embrace","168765:168845","0.359429","0"
"101","Embrace","170085:170115","0.295000","0"
"102","Embrace","170945:170985","0.231400","0"
"103","Embrace","171045:171085","0.275200","0"
"104","Embrace","171125:171175","0.232200","0"
"105","Embrace","171405:171435","0.213000","0"
"106","Embrace","176065:176105","0.233750","0"
"107","Embrace","177365:177395","0.369000","0"
"108","Embrace","178195:178225","0.621000","1"
"109","Embrace","179405:179455","0.367800","0"
"110","Embrace","179975:180025","0.321400","0"
"111","Embrace","180235:180285","0.355400","0"
"112","Embrace","180335:180395","0.588833","1"
"113","Embrace","180805:180835","0.437500","0"
"114","Embrace","181395:181435","0.490500","0"
"1","CellToEar","485:515","0.289333","0"
"2","CellToEar","975:1035","0.324429","0"
"3","CellToEar","2245:2325","0.205000","0"
"4","CellToEar","2545:2585","0.300000","0"
"5","CellToEar","2685:2735","0.459000","0"
"6","CellToEar","4835:4875","0.226250","0"
"7","CellToEar","4945:4975","0.142333","0"
"8","CellToEar","5915:5955","0.227333","0"
"9","CellToEar","6115:6155","0.140000","0"
"10","CellToEar","6285:6315","0.466500","0"
"11","CellToEar","6505:6545","0.218500","0"
"12","CellToEar","7605:7635","0.310750","0"
"13","CellToEar","7965:8115","0.315429","0"
"14","CellToEar","8185:8235","0.222667","0"
"15","CellToEar","8265:8315","0.246333","0"
"16","CellToEar","8405:8445","0.276750","0"
"17","CellToEar","8475:8695","0.430652","0"
"18","CellToEar","8725:8775","0.422800","0"
"19","CellToEar","8805:8885","0.267750","0"
"20","CellToEar","10845:10975","0.168846","0"
"21","CellToEar","12355:12405","0.432000","0"
"22","CellToEar","12435:12475","0.180500","0"
"23","CellToEar","12535:12625","0.283750","0"
"24","CellToEar","12795:12835","0.378250","0"
"25","CellToEar","12935:12965","0.134500","0"
"26","CellToEar","13105:13155","0.168000","0"
"27","CellToEar","13715:13755","0.207500","0"
"28","CellToEar","15385:15485","0.246273","0"
"29","CellToEar","17075:17205","0.352462","0"
"30","CellToEar","17235:17265","0.249750","0"
"31","CellToEar","17765:17835","0.343000","0"
"32","CellToEar","18075:18105","0.133667","0"
"33","CellToEar","18385:18425","0.120500","0"
"34","CellToEar","19795:19825","0.167333","0"
"35","CellToEar","19945:19995","0.272000","0"
"36","CellToEar","23195:23225","0.158667","0"
"37","CellToEar","23355:23495","0.257571","0"
"38","CellToEar","23655:23695","0.173250","0"
"39","CellToEar","23825:23855","0.120667","0"
"40","CellToEar","23935:24045","0.321000","0"
"41","CellToEar","24105:24185","0.175143","0"
"42","CellToEar","24235:24355","0.209000","0"
"43","CellToEar","24385:24425","0.138250","0"
"44","CellToEar","24525:24605","0.147556","0"
"45","CellToEar","24635:24815","0.193529","0"
"46","CellToEar","24895:25095","0.173375","0"
"47","CellToEar","25165:25215","0.276600","0"
"48","CellToEar","25275:25325","0.192250","0"
"49","CellToEar","25405:25455","0.210833","0"
"50","CellToEar","25525:25695","0.186688","0"
"51","CellToEar","25765:25875","0.139889","0"
"52","CellToEar","26005:26035","0.196750","0"
"53","CellToEar","26085:26115","0.143333","0"
"54","CellToEar","26185:26405","0.163652","0"
"55","CellToEar","26565:26705","0.167929","0"
"56","CellToEar","26895:26935","0.137667","0"
"57","CellToEar","26975:27085","0.196800","0"
"58","CellToEar","27135:27215","0.146000","0"
"59","CellToEar","27295:27345","0.297000","0"
"60","CellToEar","27645:27725","0.189714","0"
"61","CellToEar","27795:27845","0.188400","0"
"62","CellToEar","27875:27905","0.317667","0"
"63","CellToEar","27945:28255","0.166731","0"
"64","CellToEar","28285:28355","0.142571","0"
"65","CellToEar","28385:28445","0.226200","0"
"66","CellToEar","28475:28655","0.245250","0"
"67","CellToEar","28695:28735","0.230000","0"
"68","CellToEar","28835:28925","0.205400","0"
"69","CellToEar","28955:29005","0.175500","0"
"70","CellToEar","29115:29155","0.142400","0"
"71","CellToEar","29245:29355","0.161300","0"
"72","CellToEar","29385:29915","0.244680","0"
"73","CellToEar","30025:30065","0.108750","0"
"74","CellToEar","30265:30295","0.147500","0"
"75","CellToEar","30505:30565","0.164714","0"
"76","CellToEar","30645:30685","0.190000","0"
"77","CellToEar","30715:30825","0.139909","0"
"78","CellToEar","30855:30905","0.221600","0"
"79","CellToEar","30935:31305","0.202939","0"
"80","CellToEar","31425:31675","0.216792","0"
"81","CellToEar","31725:31805","0.304857","0"
"82","CellToEar","31915:32215","0.212130","0"
"83","CellToEar","32255:32335","0.240250","0"
"84","CellToEar","32365:32665","0.242250","0"
"85","CellToEar","32845:32875","0.256500","0"
"86","CellToEar","32905:32945","0.164800","0"
"87","CellToEar","32985:33805","0.343671","0"
"88","CellToEar","34045:34095","0.272833","0"
"89","CellToEar","35055:35185","0.163100","0"
"90","CellToEar","35225:35315","0.189571","0"
"91","CellToEar","35515:35545","0.152000","0"
"92","CellToEar","35595:35635","0.704000","1"
"93","CellToEar","35785:35825","0.192250","0"
"94","CellToEar","36725:36815","0.170400","0"
"95","CellToEar","36845:36915","0.179833","0"
"96","CellToEar","37305:37355","0.164500","0"
"97","CellToEar","37385:37435","0.221400","0"
"98","CellToEar","38115:38185","0.191000","0"
"99","CellToEar","38275:38355","0.197143","0"
"100","CellToEar","38435:38525","0.154000","0"
"101","CellToEar","40285:40415","0.189000","0"
"102","CellToEar","43685:43745","0.141429","0"
"103","CellToEar","44015:44085","0.217714","0"
"104","CellToEar","44785:44935","0.244800","0"
"105","CellToEar","44965:45025","0.233800","0"
"106","CellToEar","45145:45175","0.127333","0"
"107","CellToEar","45285:45505","0.269158","0"
"108","CellToEar","45585:45755","0.226062","0"
"109","CellToEar","45795:46105","0.529233","1"
"110","CellToEar","46165:46215","0.239800","0"
"111","CellToEar","46385:46475","0.179500","0"
"112","CellToEar","47525:47565","0.323200","0"
"113","CellToEar","47865:47925","0.194200","0"
"114","CellToEar","48165:48195","0.131000","0"
"115","CellToEar","48485:48715","0.282500","0"
"116","CellToEar","48775:48855","0.264333","0"
"117","CellToEar","49105:49135","0.142667","0"
"118","CellToEar","49175:49265","0.246000","0"
"119","CellToEar","49305:49475","0.168154","0"
"120","CellToEar","50805:50835","0.245333","0"
"121","CellToEar","51275:51335","0.201750","0"
"122","CellToEar","51365:51505","0.230545","0"
"123","CellToEar","51565:51725","0.176538","0"
"124","CellToEar","52285:52315","0.154000","0"
"125","CellToEar","52365:52415","0.217000","0"
"126","CellToEar","52505:52535","0.209667","0"
"127","CellToEar","52725:52795","0.123500","0"
"128","CellToEar","53015:53055","0.140000","0"
"129","CellToEar","53135:53235","0.175889","0"
"130","CellToEar","53325:53505","0.171706","0"
"131","CellToEar","53545:53685","0.270333","0"
"132","CellToEar","53755:53865","0.157300","0"
"133","CellToEar","53905:54345","0.215500","0"
"134","CellToEar","54405:54795","0.189909","0"
"135","CellToEar","54845:54895","0.218500","0"
"136","CellToEar","55035:55125","0.142857","0"
"137","CellToEar","55195:55225","0.156667","0"
"138","CellToEar","55265:55345","0.166125","0"
"139","CellToEar","55505:55535","0.193333","0"
"140","CellToEar","55805:55855","0.155200","0"
"141","CellToEar","55925:55965","0.387250","0"
"142","CellToEar","56185:56285","0.177500","0"
"143","CellToEar","56485:56585","0.194333","0"
"144","CellToEar","56695:56745","0.181200","0"
"145","CellToEar","57075:57255","0.227938","0"
"146","CellToEar","57555:57605","0.141500","0"
"147","CellToEar","57925:58025","0.234889","0"
"148","CellToEar","59085:59125","0.201667","0"
"149","CellToEar","60195:60245","0.193833","0"
"150","CellToEar","60285:60355","0.325333","0"
"151","CellToEar","60605:60655","0.198600","0"
"152","CellToEar","60685:60735","0.129167","0"
"153","CellToEar","60925:60955","0.171000","0"
"154","CellToEar","60985:61065","0.218000","0"
"155","CellToEar","62325:62355","0.158000","0"
"156","CellToEar","62505:62535","0.219000","0"
"157","CellToEar","62865:62955","0.198857","0"
"158","CellToEar","62985:63045","0.345400","0"
"159","CellToEar","64025:64075","0.174000","0"
"160","CellToEar","64215:64245","0.240500","0"
"161","CellToEar","64475:64505","0.122500","0"
"162","CellToEar","65135:65175","0.296250","0"
"163","CellToEar","65305:65335","0.169333","0"
"164","CellToEar","65395:65435","0.158250","0"
"165","CellToEar","65565:65625","0.189250","0"
"166","CellToEar","65655:65685","0.228333","0"
"167","CellToEar","67545:67585","0.138200","0"
"168","CellToEar","67715:67795","0.224375","0"
"169","CellToEar","67875:67965","0.214222","0"
"170","CellToEar","68565:68715","0.194692","0"
"171","CellToEar","68805:68845","0.331667","0"
"172","CellToEar","69005:69035","0.197667","0"
"173","CellToEar","69245:69345","0.312900","0"
"174","CellToEar","69505:69585","0.152143","0"
"175","CellToEar","69615:69675","0.209667","0"
"176","CellToEar","70025:70155","0.143000","0"
"177","CellToEar","70195:70245","0.160250","0"
"178","CellToEar","70455:70485","0.118000","0"
"179","CellToEar","70525:70645","0.250167","0"
"180","CellToEar","70695:70725","0.161333","0"
"181","CellToEar","70765:70995","0.187050","0"
"182","CellToEar","71025:71055","0.221000","0"
"183","CellToEar","71085:71115","0.199333","0"
"184","CellToEar","71145:71185","0.273400","0"
"185","CellToEar","71265:71445","0.172636","0"
"186","CellToEar","72085:72155","0.202429","0"
"187","CellToEar","72185:72225","0.146500","0"
